CellLabel	Distance[µm]	DAPI	MTCOI	SDHA
Neg4	92.558	135.8	109.6	383.4
Neg4	92.88	124.6	107.8	452.2
Neg4	93.203	133.6	105.2	522.4
Neg4	93.525	109.2	113.4	443.8
Neg4	93.848	98.8	107.2	365
Neg4	94.17	95	97	309.2
Neg4	94.493	92.2	102.4	309.4
Neg4	94.815	86.4	104.6	353.8
Neg4	95.138	83	101	401.2
Neg4	95.46	76	105.4	384.8
Neg4	95.783	78.2	111.6	382.8
Neg4	96.105	71.8	104.8	384.6
Neg4	96.428	74.2	103.2	336.4
Neg4	96.75	70.6	112.2	355.6
Neg4	97.073	71.4	122	433.2
Neg4	97.395	65.2	131.8	489.6
Neg4	97.718	67.4	116.8	588.4
Neg4	98.04	66.6	124.8	715.8
Neg4	98.363	67.4	127.6	578.6
Neg4	98.685	64.4	125	539.8
Neg4	99.008	68	122	435.6
Neg4	99.33	65	127.2	372.2
Neg4	99.653	65.4	114.8	302.4
Neg4	99.975	65.4	111.2	242.6
Neg4	100.298	59.6	95.4	204.6
Neg4	100.62	58.2	97.4	221.8
Neg4	100.943	62.4	96	208.6
Neg4	101.265	61	97.2	221.2
Neg4	101.588	57.4	105.8	240.4
Neg4	101.91	57.4	105.8	240.4
Neg4	102.233	62.2	94.6	270
Neg4	102.555	61.2	99.8	398.6
Neg4	102.878	61.4	111.8	498.4
Neg4	103.2	61.4	119.4	725.2
Neg4	103.523	61.6	105.4	581.8
Neg4	103.845	61.4	114.6	423.4
Neg4	104.168	60.6	121.4	349.2
Neg4	104.49	60	120.8	332.6
Neg4	104.813	58.4	122.6	321
Neg4	105.135	57.8	117	267.2
Neg4	105.458	60.2	122.8	225.2
Neg4	105.78	60.2	122.8	225.2
Neg4	106.103	58.4	132.2	220
Neg4	106.425	59.6	124.4	218.2
Neg4	106.748	58	122.4	258.4
Neg4	107.07	57.2	119	260.4
Neg4	107.393	59.2	114.4	289.2
Neg4	107.715	59.2	114.4	289.2
Neg4	108.038	60	127.8	351.4
Neg4	108.36	58	127.2	367.8
Neg4	108.683	54.2	110.4	304.2
Neg4	109.005	58.2	111.8	263.4
Neg4	109.328	55.6	102.8	224.6
Neg4	109.65	60	103.6	217
Neg4	109.973	58	99.4	242.2
Neg4	110.295	58	99.4	242.2
Neg4	110.618	56.4	102.4	268.2
Neg4	110.94	59.2	113	280.2
Neg4	111.263	59.6	105.6	349.6
Neg4	111.585	56.6	113.4	367.2
Neg4	111.908	57	120.8	364
Neg4	112.23	56.4	116	367.4
Neg4	112.553	58.2	119.6	354.2
Neg4	112.875	59.2	132.8	327
Neg4	113.198	58.8	128.2	301.8
Neg4	113.52	58.8	125.4	308.2
Neg4	113.843	61	110.6	319.6
Neg4	114.165	59.8	104	327
Neg4	114.488	58.8	107.8	300.4
Neg4	114.81	56.6	102	284.2
Neg4	115.133	54.4	114.2	273.8
Neg4	115.455	57	118.8	310.6
Neg4	115.778	58.4	131.2	405
Neg4	116.1	58.4	123	471
Neg4	116.423	56.8	118.2	462
Neg4	116.745	61.4	120	393.8
Neg4	117.068	57.4	118.6	343.8
Neg4	117.39	60.2	121.2	325
Neg4	117.713	63	131.6	302
Neg4	118.035	63.4	137.4	281.8
Neg4	118.358	63	124.8	259.4
Neg4	118.68	61.4	110	233.2
Neg4	119.003	66.2	106.6	216
Neg4	119.325	64.4	100.6	222.6
Neg4	119.648	68.4	101.6	223.2
Neg4	119.97	70.4	110.4	257.8
Neg4	120.293	76.4	125	346.6
Neg4	120.615	82.6	126.2	421.4
Neg4	120.938	119.4	124.6	435.6
Neg4	121.26	244.4	120.6	396.4
Neg4	121.583	576	103.2	342
Neg4	121.905	576	103.2	342
Neg4	122.228	917.8	100.2	282.6
Neg4	122.55	1556.6	94	194.6
Neg4	122.873	1765	90.4	172.2
Neg4	123.195	2016.4	95.4	170.8
Neg4	123.518	2204.2	91.2	182
Neg4	123.84	2318.2	94	215.4
Neg4	124.163	2324.6	91.6	221.8
Neg4	124.485	2497.2	92.2	195.2
Neg4	124.808	2530	96.6	179.4
Neg4	125.13	2518	98.8	191.6
Neg4	125.453	2473.4	101.8	243.8
Neg4	125.775	2522	106.8	343.4
Neg4	126.098	2361.2	95.4	404.4
Neg4	126.42	2416	90	391.8
Neg4	126.743	2344.8	85	277
Neg4	127.065	2187.6	88.6	200.6
Neg4	127.388	2022.2	85.8	168.8
Neg4	127.71	1646.6	87	145.2
Neg4	128.033	1646.6	87	145.2
Neg4	128.355	1182.6	88.8	154.2
Neg4	128.678	902.2	95.6	172.8
Neg4	129	600.4	94.8	182.2
Neg4	129.322	330.4	91.4	246.6
Neg4	129.645	232.6	97.4	320.4
Neg4	129.968	197.2	97.8	303.2
Neg4	130.29	168	102	283.2
Neg4	130.613	141	93	227.4
Neg4	130.935	122.6	87.2	222.6
Neg4	131.258	122.6	87.2	222.6
Neg4	131.58	108.6	92.6	200.4
Neg4	131.903	103.4	96.4	208
Neg4	132.225	88.4	108	233.6
Neg4	132.548	88	116.2	276.6
Neg4	132.87	79.2	112	290.8
Neg4	133.193	74.2	105.8	269.8
Neg4	133.515	67.8	117.8	224.8
Neg4	133.838	67.8	117.8	224.8
Neg4	134.16	67.8	145.2	243.6
Neg4	134.483	65.6	130.8	257.6
Neg5	0	63.2	104.8	2060.6
Neg5	0.323	65.4	108.4	2066.6
Neg5	0.645	65.4	107.8	2057.2
Neg5	0.968	65	105.4	1985.2
Neg5	1.29	64.2	104	1962.8
Neg5	1.613	66.4	100.8	1989.2
Neg5	1.935	69.4	103.8	2068.8
Neg5	2.258	68.8	107.6	2212.2
Neg5	2.58	69.2	103.4	2207.2
Neg5	2.903	71	100	2153.6
Neg5	3.225	69	101	2019.4
Neg5	3.548	69.8	101	1959.8
Neg5	3.87	69.8	105	1933
Neg5	4.193	72.4	98.6	1934
Neg5	4.515	75.2	105.4	1936.2
Neg5	4.838	75.2	105.4	1936.2
Neg5	5.16	79.2	102.2	2061
Neg5	5.483	90	108.8	2293.4
Neg5	5.805	90	108.8	2293.4
Neg5	6.128	103	112	2586.6
Neg5	6.45	118.8	118.8	2769.6
Neg5	6.773	160.8	120.8	2806.6
Neg5	7.095	139.2	121.4	2872.6
Neg5	7.418	151	126.4	2945.6
Neg5	7.74	197.8	123	3009.4
Neg5	8.063	250.2	125.4	2803.2
Neg5	8.385	240.2	133.2	2519
Neg5	8.708	345.6	129.2	2491
Neg5	9.03	477.8	117	2468.4
Neg5	9.353	629	115	2508.6
Neg5	9.675	629	115	2508.6
Neg5	9.998	742.6	110.2	2466
Neg5	10.32	848.8	116	2443.4
Neg5	10.643	939.8	116.2	2428.8
Neg5	10.965	950.8	115.6	2351.8
Neg5	11.288	1013.8	108.6	2327.8
Neg5	11.61	1067.2	106.6	2350.4
Neg5	11.933	1129.4	114.6	2373.6
Neg5	12.255	1207.8	115.4	2343.8
Neg5	12.578	1235.6	110.8	2326.6
Neg5	12.9	1337.4	103.8	2352.2
Neg5	13.223	1483	106.8	2159.2
Neg5	13.545	1483	106.8	2159.2
Neg5	13.868	1618	105	2165.4
Neg5	14.19	1661.6	104	2121
Neg5	14.513	1605	105.4	2206.4
Neg5	14.835	1627.4	103	2194.6
Neg5	15.158	1447	102.2	2384.6
Neg5	15.48	1287.4	99.8	2413.8
Neg5	15.803	1064.4	107.2	2509.2
Neg5	16.125	1064.4	107.2	2509.2
Neg5	16.448	824.4	110.2	2560
Neg5	16.77	769.4	106.6	2470.6
Neg5	17.093	842.4	108.8	2413.2
Neg5	17.415	1364.8	105.8	2257.6
Neg5	17.738	1785.4	105.8	2131.8
Neg5	18.06	2194.6	104.4	2119.4
Neg5	18.383	2876.6	101.6	2109
Neg5	18.705	2929	106	2144.4
Neg5	19.028	3034.2	103.4	2139.8
Neg5	19.35	3034.2	103.4	2139.8
Neg5	19.673	2889.6	104	2074.4
Neg5	19.995	2784.4	106.8	1944.2
Neg5	20.318	2702.6	107	1814.6
Neg5	20.64	2566.8	107.2	1691
Neg5	20.963	2677.6	97	1518.6
Neg5	21.285	2578.2	98.2	1477.4
Neg5	21.608	2552.4	100.2	1479.4
Neg5	21.93	2780	97	1481.8
Neg5	22.253	2889.8	96	1586.2
Neg5	22.575	2853	94.2	1622.6
Neg5	22.898	2853	94.2	1622.6
Neg5	23.22	2781.8	96.2	1687.2
Neg5	23.543	2771	100.2	1711.6
Neg5	23.865	2683	99.2	1736
Neg5	24.188	2723.8	99.2	1755.4
Neg5	24.51	2661.4	97.4	1818
Neg5	24.833	2523.8	99.4	1876.8
Neg5	25.155	2456.6	96	1926.4
Neg5	25.478	2318.8	105.2	1859.8
Neg5	25.8	2286.8	102.6	1931
Neg5	26.123	2220.2	103.2	1734.6
Neg5	26.445	2192.8	99.8	1725
Neg5	26.768	2105.6	102.2	1520.2
Neg5	27.09	2105.6	102.2	1520.2
Neg5	27.413	2129.6	99.6	1556.6
Neg5	27.735	2096.2	97.6	1541
Neg5	28.058	1890	100.2	1547.8
Neg5	28.38	1666.2	100.8	1434.2
Neg5	28.703	1155	97.8	1270.2
Neg5	29.025	982	99	1324
Neg5	29.348	833	108	1426.8
Neg5	29.67	433.8	105.2	1568.8
Neg5	29.993	339	112	1834.4
Neg5	30.315	261.4	111	2109.2
Neg5	30.638	157.4	116.2	2355.6
Neg5	30.96	139.2	119.2	2542.4
Neg5	31.283	125	119.4	2709.2
Neg5	31.605	114.2	125	2755.4
Neg5	31.928	107	125	2912.8
Neg5	32.25	93	121	2914.8
Neg5	32.572	95.2	126	2895
Neg5	32.895	90.6	128	2673
Neg5	33.218	94.8	121.6	2488.8
Neg5	33.54	86.2	121	2348.6
Neg5	33.863	85.2	122.2	2371.8
Neg5	34.185	83	119.2	2507.4
Neg5	34.508	83	119.2	2507.4
Neg5	34.83	78	121.2	2588.6
Neg5	35.153	79.2	123	2539
Neg5	35.475	77.8	123.6	2447.8
Neg5	35.798	75.8	128.8	2295.8
Neg5	36.12	74.2	119.2	2236.2
Neg5	36.443	72.6	124	2270.8
Neg5	36.765	73.6	121.8	2316.2
Neg5	37.088	69	122.8	2443.8
Neg5	37.41	71.4	120	2844
Neg5	37.733	73	127.6	3147.4
Neg5	38.055	73.4	138.6	3288.6
Neg5	38.378	75.8	147.6	3315
Neg5	38.7	82	163	3274
Neg5	39.023	84.2	164.8	3188.4
Neg5	39.345	85.2	163.8	3027.8
Neg5	39.668	82	156.8	2930
Neg5	39.99	81.8	153.2	2888.8
Neg5	40.313	72.6	148.4	2990
Neg5	40.635	72.8	149.6	2969
Neg5	40.958	77.4	152.8	2908
Neg5	41.28	75.6	155.6	2898
Neg5	41.603	73.4	154.2	2958.4
Neg5	41.925	72	154.6	2898.4
Neg5	42.248	70.8	148.6	2865.6
Neg5	42.57	69.8	149.2	2982.4
Neg5	42.893	68.8	144.8	3193.8
Neg5	43.215	72.4	146.4	3294.6
Neg5	43.538	74.6	161.4	3453
Neg5	43.86	76.8	155	3528.6
Neg5	44.183	73.8	152	3599
Neg5	44.505	75.8	153.8	3756
Neg5	44.828	75.6	156.2	3775.6
Neg5	45.15	76.8	164.2	3449
Neg5	45.473	79.4	160.8	3223.6
Neg5	45.795	82.2	156.8	2984.8
Neg5	46.118	77.6	148.6	2849
Neg5	46.44	76.2	140.6	2727.4
Neg5	46.763	76.2	137	2684.6
Neg5	47.085	74.4	144.8	2762.6
Neg5	47.408	80.6	137.6	3013.4
Neg5	47.73	77.4	139.2	3201.8
Neg5	48.053	74	148.2	3184.6
Neg5	48.375	78.8	153.6	3125.6
Neg5	48.698	78	152.6	3155.6
Neg5	49.02	81.8	135.4	3055
Neg5	49.343	76	139.2	3040.2
Neg5	49.665	74	151	3052.4
Neg5	49.988	73.8	151	2898
Neg5	50.31	69	146	2953.6
Neg5	50.633	69	146	2953.6
Neg5	50.955	72.2	132.8	2746.6
Neg5	51.278	72	126.2	2803.6
Neg5	51.6	73.4	139.8	2798.2
Neg5	51.923	75.8	136.6	2883.8
Neg5	52.245	83.8	139.8	2714.2
Neg5	52.568	86	133.2	2602.8
Neg5	52.89	82.8	135.4	2493
Neg5	53.213	89.8	144.2	2341.8
Neg5	53.535	88.6	129.8	2227.6
Neg5	53.858	86.2	119.6	1972.2
Neg5	54.18	89.2	122	2009.2
Neg5	54.503	92.2	116.8	2083
Neg5	54.825	95.2	113.2	2138
Neg5	55.148	96.4	119	2171.6
Neg5	55.47	87.2	113	2110.4
Neg5	55.793	94.2	113.2	2160.8
Neg5	56.115	94.8	110.2	2222.4
Neg5	56.438	95.4	113.4	2223.2
Neg5	56.76	96	112	2214.6
Neg5	57.083	94.4	113.4	2168.4
Neg5	57.405	87.6	112.6	2033.6
Neg5	57.728	92	119.8	2023.6
Neg5	58.05	91.8	122.2	2021.8
Neg5	58.373	95	119.2	2023.2
Neg5	58.695	95.8	121.6	1983.4
Neg5	59.018	88	113	1905.8
Neg5	59.34	94.8	122	1936.6
Neg5	59.663	95.4	115.6	1904.2
Neg5	59.985	100.4	121.2	1769.4
Neg5	60.308	103.2	123	1666.4
Neg5	60.63	103.4	125.8	1599
Neg5	60.953	96.8	131	1537.4
Neg5	61.275	95	135	1565
Neg5	61.598	103.2	132.2	1679.8
Neg5	61.92	98.6	135.2	1903.2
Neg5	62.243	98.8	135.4	2183.4
Neg5	62.565	95.4	143	2328.4
Neg5	62.888	100	151.4	2248.8
Neg5	63.21	103	151.6	2242.6
Neg5	63.533	102.4	143.4	1938
Neg5	63.855	105.6	132.4	1861.4
Neg5	64.177	104.2	134.4	1911
Neg5	64.5	97.4	126.6	1799.6
Neg5	64.823	104.2	119.4	1707.6
Neg5	65.145	102	118.4	1528.8
Neg5	65.468	111.4	119.6	1419
Neg5	65.79	122.6	115.2	1248.6
Neg5	66.113	130.2	117.6	1123.8
Neg5	66.435	130.8	109.4	1025.8
Neg5	66.758	112.4	102.6	926.8
Neg5	67.08	111.4	102.2	983.4
Neg5	67.403	110.6	99.2	1154.4
Neg5	67.725	111.2	103.8	1414.4
Neg5	68.048	112.8	113.4	1631.4
Neg5	68.37	108.2	110.4	1799.4
Neg5	68.693	100.4	114.6	1990.2
Neg5	69.015	101.6	111.8	2136.4
Neg5	69.338	101.8	115	2307.2
Neg5	69.66	99.4	113.8	2530.2
Neg5	69.983	98	119.4	2869.4
Neg5	70.305	101.2	122.4	3125
Neg5	70.628	97.4	132.4	3179.6
Neg5	70.95	95	131.6	2840.8
Neg5	71.273	93.6	130.4	2613.2
Neg5	71.595	101.8	125.8	2315
Neg5	71.918	154.8	127.4	1920.6
Neg5	72.24	299	119.4	1630
Neg5	72.563	403.4	113.4	1354.6
Neg5	72.885	483.2	108	1124.4
Neg5	73.208	558.4	104.4	1037.6
Neg5	73.53	640.4	107.6	1000.8
Neg5	73.853	703.6	108	1014.8
Neg5	74.175	638.2	104.6	940.2
Neg5	74.498	593.6	103	1007.4
Neg5	74.82	550.2	104.2	1130.6
Neg5	75.143	541.2	110.2	1271
Neg5	75.465	615.6	102.6	1283.4
Neg5	75.788	673.4	102.4	1355.2
Neg5	76.11	754.8	106.4	1431.8
Neg5	76.433	884.4	105.4	1484.4
Neg5	76.755	995.2	101.6	1435.6
Neg5	77.078	1122.2	108	1532.6
Neg5	77.4	1169	105.8	1638.2
Neg5	77.723	1250.2	105.4	1780.6
Neg5	78.045	1054.6	106	1745.4
Neg5	78.368	1101.8	111.2	1920.6
Neg5	78.69	1152.6	118.4	2156.2
Neg5	79.013	1123.8	124.6	2336.4
Neg5	79.335	907	136.8	2416.4
Neg5	79.658	554.6	139	2465.8
Neg5	79.98	308.2	166.4	2471.4
Neg5	80.303	199.4	193.6	2246.4
Neg5	80.625	144.8	172.8	2101.8
Neg5	80.948	125.8	140.8	2108.2
Neg5	81.27	108.8	129.6	2070.4
Neg5	81.593	92.6	124.6	2189
Neg5	81.915	90.4	124.4	2346.8
Neg5	82.238	81.8	116.2	2461
Neg5	82.56	74.4	128	2624.6
Neg5	82.883	77	129.8	2697.4
Neg5	83.205	72.6	135.4	2610.4
Neg5	83.528	73.2	140.6	2626.8
Neg5	83.85	69.2	135.2	2388.8
Neg5	84.173	65.6	134	2133.2
Neg5	84.495	67.2	121.6	1957.2
Neg5	84.818	66.2	118	1776.8
Neg5	85.14	64.4	106.6	1550.8
Neg5	85.463	66.4	105.2	1545.4
Neg5	85.785	65.6	107	1398.4
Neg5	86.108	62	96.4	1197.4
Neg5	86.43	61.8	104	1064.6
Neg5	86.753	62	100.6	1047.8
Neg5	87.075	62.6	101.4	1023.6
Neg5	87.398	65.6	96.8	1041
Neg5	87.72	60.4	99	1125
Neg5	88.043	60.6	104	1193.2
Neg5	88.365	59.8	105.6	1243
Neg5	88.688	62.8	102.4	1306
Neg5	89.01	62.4	103.4	1416.6
Neg5	89.333	58.8	101.4	1452.4
Neg5	89.655	62.8	110.4	1442
Neg5	89.978	62.8	112.2	1390.8
Neg5	90.3	62.8	112.2	1390.8
Neg5	90.623	60.2	109.4	1336.8
Neg5	90.945	64.6	110.6	1311.2
Neg5	91.268	67.6	112.2	1291.4
Neg5	91.59	64.4	109.4	1215.2
Neg5	91.913	61.4	107	1173.2
Neg5	92.235	61.4	107	1173.2
Neg5	92.558	63.4	106.4	1030.6
Neg5	92.88	62.6	99.8	885.8
Neg5	93.203	62.6	97.2	728.8
Neg5	93.525	61.8	96.8	646.8
Neg5	93.848	62.8	97.6	601.2
Neg5	94.17	63.6	98.6	607.6
Neg5	94.493	63.6	98.6	607.6
Neg5	94.815	60.6	101.6	718.6
Neg5	95.138	61.2	105	705
Neg5	95.46	62	110	882.8
Neg5	95.783	57.6	117.4	911.6
Neg5	96.105	59.8	144.8	997.2
Neg5	96.428	59.8	144.8	997.2
Neg5	96.75	63	133.2	948.8
Neg5	97.073	64.4	146.6	887.8
Neg5	97.395	66	120.8	855.6
Neg5	97.718	62.2	111	910.8
Neg5	98.04	65.6	108	978.8
Neg5	98.363	69.4	106.8	949.4
Neg5	98.685	66.2	102.2	944.8
Neg5	99.008	66.8	105.4	902.6
Neg5	99.33	67	102.4	907.2
Neg5	99.653	70.4	100.2	907.4
Neg5	99.975	69.8	105.8	899.4
Neg5	100.298	68.8	102.8	889.6
Neg5	100.62	73.2	102	794.6
Neg5	100.943	84.6	100.8	790
Neg5	101.265	198.8	99	673.4
Neg5	101.588	309.2	103.4	603.6
Neg5	101.91	577.4	94.8	610.2
Neg5	102.233	644.8	97	562.2
Neg5	102.555	707.6	96.6	586.4
Neg5	102.878	853.8	100.8	580
Neg5	103.2	795.6	91.8	547.2
Neg5	103.523	863.4	92.2	551.8
Neg5	103.845	803.4	88.6	553
Neg5	104.168	800.4	90.8	590.4
Neg5	104.49	938.6	88.4	612.2
Neg5	104.813	968	89.8	633.8
Neg5	105.135	1086	87	586.2
Neg5	105.458	1136	87.6	606.8
Neg5	105.78	1235.6	89.8	609.4
Neg5	106.103	1230.8	86.4	657.4
Neg5	106.425	1273.4	86.6	639.8
Neg5	106.748	1217.2	89.8	692.6
Neg5	107.07	1192.4	93.4	747.4
Neg5	107.393	1030.2	85.6	828
Neg5	107.715	987.2	91.2	849
Neg5	108.038	686.6	87	902
Neg5	108.36	385.4	93.6	944
Neg5	108.683	248.8	95.6	1051
Neg5	109.005	157.2	99.4	1148.4
Neg5	109.328	123.6	105.4	1276.8
Neg5	109.65	107	108.4	1380.2
Neg5	109.973	95.6	107.8	1504.6
Neg5	110.295	93.6	110.6	1499.8
Neg5	110.618	92.2	114	1607.8
Neg5	110.94	83.8	107.8	1543.4
Neg5	111.263	81.2	110.4	1508.4
Neg5	111.585	74.6	104.6	1517.8
Neg5	111.908	71.6	108	1525.2
Neg5	112.23	74.6	109.8	1581.8
Neg5	112.553	72.6	108.2	1559.8
Neg5	112.875	69.4	109.6	1430.2
Neg5	113.198	69.8	102.4	1280.2
Neg5	113.52	68.6	100.4	1092.6
Neg5	113.843	67.4	100.2	1233
Neg5	114.165	68.8	98.6	1256.8
Neg5	114.488	64.2	100	1039.4
Neg5	114.81	66	96.4	984.4
Neg5	115.133	66.4	101	836.6
Neg5	115.455	63.6	103	882.4
Neg5	115.778	67.4	102.6	796.8
Neg5	116.1	69.4	105.6	728.6
Neg5	116.423	68.2	100.4	732.4
Neg5	116.745	64.8	98.2	715.6
Neg5	117.068	66.6	105.6	821.4
Neg5	117.39	66.6	105.6	821.4
Neg5	117.713	68.8	130.4	887.2
Neg5	118.035	64.8	124.6	920.8
Neg5	118.358	67.2	134.6	1009.8
Neg5	118.68	67.8	140.8	1126.8
Neg5	119.003	65.2	131.6	1107.6
Neg5	119.325	69	115.4	1063
Neg5	119.648	70	110.8	991.2
Neg5	119.97	67.4	107.6	972.6
Neg5	120.293	72.2	108.6	1088.8
Neg5	120.615	69	120.4	1252.4
Neg5	120.938	68.8	127.2	1506
Neg5	121.26	69.4	130.6	1744
Neg5	121.583	76.4	136.8	1963.2
Neg5	121.905	76.2	134.4	2132.8
Neg5	122.228	79.4	136.4	2217.2
Neg5	122.55	78.6	143	2235.8
Neg5	122.873	73.6	136.8	2104.6
Neg5	123.195	74.2	135.4	1981.6
Neg5	123.518	74.4	138	1783.8
Neg5	123.84	75.8	137.4	1804
Neg5	124.163	78	147.6	1705.8
Neg5	124.485	79.2	150.8	1649
Neg5	124.808	80.6	157.2	1628.8
Neg5	125.13	80.6	165.2	1604.2
Neg5	125.453	79.4	159.4	1534.6
Neg5	125.775	79	148.4	1427.4
Neg5	126.098	78	137.6	1344.4
Neg5	126.42	82	129.2	1321
Neg5	126.743	81.2	132.2	1400.4
Neg5	127.065	82.4	143	1567.2
Neg5	127.388	83.6	141.2	1570.8
Neg5	127.71	82	144.2	1783.6
Neg5	128.033	82.2	148	1969.2
Neg5	128.355	80.4	169.6	2280.4
Neg5	128.678	85	184.8	2538.8
Neg5	129	87.8	195	2745
Neg5	129.322	92.6	195	2906.6
Neg5	129.645	101.2	189.6	3003.8
Neg5	129.968	112.2	201.4	3052
Neg5	130.29	163.4	206.8	3001.4
Neg5	130.613	242.2	205.4	2888.4
Neg5	130.935	378	197.4	2734.6
Neg5	131.258	559.4	177.4	2529.4
Neg5	131.58	779.6	163	2328
Neg5	131.903	1015	152.2	2159.2
Neg5	132.225	1238.2	162.8	2045.4
Neg5	132.548	1458.2	158	1933.6
Neg5	132.87	1599.2	170.4	1847.4
Neg5	133.193	1711.8	191.4	1791.8
Neg5	133.515	1749.4	227.2	1739.2
Neg5	133.838	1765.2	246.2	1695.8
Neg5	134.16	1811.2	263.8	1645.8
Neg5	134.483	1822.8	247.6	1628.4
Neg5	134.805	1831.4	231.8	1555.8
Neg5	135.128	1896.2	200.4	1532
Neg5	135.45	2020.4	174.8	1482.4
Neg5	135.773	2190.8	165	1406.6
Neg5	136.095	2353	169.4	1340.6
Neg5	136.418	2606.8	181.6	1257.2
Neg5	136.74	2843.6	190.6	1169.8
Neg5	137.063	3088.4	185.4	1046.4
Neg5	137.385	3342.4	160	916.2
Neg5	137.708	3618	129.4	782.8
Neg5	138.03	3806	109.4	689.4
Neg5	138.353	3988.4	103.4	621.6
Neg5	138.675	4052.4	110.8	659.8
Neg5	138.998	4095	111	655.2
Neg5	139.32	4046.6	116	715.8
Neg5	139.643	3906	148	781.6
Neg5	139.965	3617.2	201.4	892.6
Neg5	140.288	3278.6	250.4	1084.6
Neg5	140.61	2703.8	269.8	1192.6
Neg5	140.933	2138.4	283.2	1271.8
Neg5	141.255	1731.4	285.6	1439.4
Neg5	141.578	1394	285.4	1454.2
Neg5	141.9	1267.4	225.8	1453.8
Neg5	142.223	1354	188	1524
Neg5	142.545	1196.8	153.4	1495.8
Neg5	142.868	995.6	151.6	1377.2
Neg5	143.19	939.6	145	1422.2
Neg5	143.513	623	145.2	1409.2
Neg5	143.835	482.6	140.6	1514.2
Neg5	144.158	242.2	140.2	1571.4
Neg5	144.48	242.2	140.2	1571.4
Neg5	144.803	117.2	129	1658.8
Neg5	145.125	85	115.8	1731.4
Neg5	145.448	79	118.6	1849
Neg5	145.77	80	122	1926.4
Neg5	146.093	77.2	120.6	1912.4
Neg5	146.415	75.2	129.4	2073.2
Neg5	146.738	74.6	128	2315.2
Neg5	147.06	74.2	127.2	2404.4
Neg5	147.383	74	125.6	2575.8
Neg5	147.705	74	125.6	2575.8
Neg5	148.028	72.8	130.4	2632.6
Neg5	148.35	71.4	126.6	2575.2
Neg5	148.673	72	127.6	2470.6
Neg5	148.995	68.6	139.4	2372.4
Neg5	149.318	69	148.2	2249.8
Neg5	149.64	70.4	128.6	2186.4
Neg5	149.963	71.4	122.2	2161.4
Neg5	150.285	69.2	124.6	2184.4
Neg5	150.608	67	116.6	2145.4
Neg5	150.93	68.4	122	2149.4
Neg5	151.253	68.4	122	2149.4
Neg5	151.575	67.6	121.8	2141.2
Neg5	151.898	62.4	122.2	2157
Neg5	152.22	60.2	117.6	2054.4
Neg5	152.543	57.8	114	1891
Neg5	152.865	57.4	100.8	1675
Neg5	153.188	58.6	98	1505
Neg5	153.51	60.2	92.8	1271.6
Neg5	153.833	57.4	99.4	1273.8
Neg5	154.155	62	114	1305.4
Neg5	154.478	62.4	144.4	1459.2
Neg5	154.8	62.4	144.4	1459.2
Neg5	155.123	65.4	125.8	1767.8
Neg5	155.445	66	122.4	2013.6
Neg5	155.768	63.8	115.2	2000.2
Neg5	156.09	67.8	111.6	1946.4
Neg5	156.413	66.8	105.8	1903.8
Neg5	156.735	66.4	103.4	1855
Neg5	157.058	64.4	103.8	1797.2
Neg5	157.38	67.6	103.4	1656.6
Neg5	157.703	64.2	97.2	1502.2
Neg5	158.025	65	98.2	1393.2
Neg5	158.348	65.2	92.6	1342.8
Neg5	158.67	62	95	1299.2
Neg5	158.993	65.8	100.8	1338
Neg5	159.315	63.4	96.6	1372.8
Neg5	159.638	63.6	102.2	1469
Neg5	159.96	61.8	103.6	1387
Neg5	160.283	62.2	113	1553
Neg5	160.605	66	121	1791
Neg5	160.928	66.4	126.4	2118.2
Neg5	161.25	64.6	130.4	2138
Neg5	161.573	69.6	141.2	2339
Neg5	161.895	66.8	133.6	2502.6
Neg5	162.218	66.4	141	2518
Neg5	162.54	66.4	141	2518
Neg5	162.863	67	152.2	2304.8
Neg5	163.185	67.4	159.8	2048.2
Neg5	163.508	63.6	160.2	1913
Neg5	163.83	64.2	124.6	1784.4
Neg5	164.153	64.2	124.6	1784.4
Neg5	164.475	63.8	100.4	1623.8
Neg5	164.798	65	93.2	1490.8
Neg5	165.12	61	93.2	1191.8
Neg5	165.443	64.8	96.6	1104
Neg5	165.765	63.2	96.8	968.2
Neg5	166.088	63.2	96.8	968.2
Neg5	166.41	65.4	107.8	966.8
Neg5	166.733	64	111.2	982.4
Neg5	167.055	66	122.8	1059
Neg5	167.378	70.6	130.4	1058
Neg5	167.7	70.8	125.2	1071.6
Neg5	168.023	72	128	1102.2
Neg5	168.345	73.4	116.6	1095.2
Neg5	168.668	78	113.4	1138.2
Neg5	168.99	83.8	104.8	1179.8
Neg5	169.313	83.8	104.8	1179.8
Neg5	169.635	98.8	106.2	1208.8
Neg5	169.958	107.4	101.2	1342
Neg5	170.28	129.4	111.2	1486.2
Neg5	170.603	164.4	106.8	1573
Neg5	170.925	263.8	118	1405.6
Neg5	171.248	447.6	123	1407.4
Neg5	171.57	833.6	136	1495.4
Neg5	171.893	1633.6	178.8	1556.4
Neg5	172.215	1903.6	191.2	1517.4
Neg5	172.538	2190	173	1286.4
Neg5	172.86	2299.2	122.6	1226
Neg5	173.183	2299.2	122.6	1226
Neg5	173.505	2267.8	97.2	1154.4
Neg5	173.828	2333	98.8	993.8
Neg5	174.15	2187.6	99	979.4
Neg5	174.473	1937.6	94.8	883.6
Neg5	174.795	1547.4	93.8	761.6
Neg5	175.118	1492.2	90	580.8
