CellLabel	Distance[µm]	DAPI	MTCOI	SDHA
Pos4	116.745	62.2	773.4	668.8
Pos4	117.068	63	735.4	628.2
Pos4	117.39	63	735.4	628.2
Pos4	117.713	58.4	632.8	629.6
Pos4	118.035	59.6	561.2	556.4
Pos4	118.358	63.2	433.6	462
Pos4	118.68	58.6	375.8	373.2
Pos4	119.003	59.8	272.4	289.6
Pos4	119.325	64.4	243.6	299.4
Pos4	119.648	60.6	228.4	250
Pos4	119.97	61.6	192.6	253.6
Pos4	120.293	60.4	193.2	216
Pos4	120.615	65.2	200.4	234.8
Pos4	120.938	65.2	200.4	234.8
Pos4	121.26	68.4	243.2	276.8
Pos4	121.583	67.2	276.6	246.6
Pos4	121.905	74.2	314.6	269.6
Pos4	122.228	77.4	359.2	330
Pos4	122.55	84.2	420.2	427.8
Pos4	122.873	91.6	473	533
Pos4	123.195	99	478.2	572.2
Pos4	123.518	110.4	491.8	606.4
Pos4	123.84	147.8	498	624.6
Pos4	124.163	232.2	432	615.8
Pos4	124.485	200.6	389.2	612.4
Pos4	124.808	359.2	285.2	535
Pos4	125.13	595.6	261.2	466.6
Pos4	125.453	725.2	261.4	438
Pos4	125.775	984.4	314	436.8
Pos4	126.098	1233	344.4	479.6
Pos4	126.42	1347.6	341	474.4
Pos4	126.743	1358	336.6	463.2
Pos4	127.065	1274.6	289	412.8
Pos4	127.388	1283.6	246.8	393.4
Pos4	127.71	1156	264.8	392.2
Pos4	128.033	1119.8	300.2	412.2
Pos4	128.355	1073.8	338.8	454.8
Pos4	128.678	942.8	393.6	492.6
Pos4	129	891.4	402.4	563.2
Pos4	129.322	796.4	403.8	577
Pos4	129.645	701.4	369.4	579.4
Pos4	129.968	687.8	351.8	561.4
Pos4	130.29	742.6	323.4	536.4
Pos4	130.613	667.6	371.2	618.8
Pos4	130.935	604	423.6	628.4
Pos4	131.258	579.4	538	645.6
Pos4	131.58	548.8	679.4	742.2
Pos4	131.903	443.6	691	790.8
Pos4	132.225	378.2	645	765
Pos4	132.548	222.6	556.2	689
Pos4	132.87	109.2	475.4	634.8
Pos4	133.193	78	408	570.2
Pos4	133.515	69.4	464.6	574
Pos4	133.838	63.4	455.8	544.2
Pos4	134.16	63	440.8	459
Pos4	134.483	60	374.2	427.2
Pos4	134.805	58	432.8	404.8
Pos4	135.128	61.8	421.4	382
Pos4	135.45	61.4	363.4	365.2
Pos4	135.773	57.6	342.8	323.2
Pos4	136.095	61.4	404	324.8
Pos4	136.418	60.8	357.6	288.8
Pos4	136.74	60.8	357.6	288.8
Pos4	137.063	59.4	424.2	331.6
Pos4	137.385	59	394.8	359.2
Pos4	137.708	57.2	430.8	390.8
Pos4	138.03	58.4	434.6	394.4
Pos4	138.353	60	443.8	393.6
Pos4	138.675	59.4	371.8	377.6
Pos4	138.998	57.2	332.8	352.8
Pos4	139.32	56.6	331.2	385.6
Pos4	139.643	61.4	273.8	374.8
Pos4	139.965	61	277.6	389.8
Pos4	140.288	61.2	303.8	372.4
Pos4	140.61	60.6	311.6	349.2
Pos4	140.933	60	308.4	348.4
Pos4	141.255	58.6	343.4	319
Pos4	141.578	59.8	368.2	349.6
Pos4	141.9	60.8	312	342.2
Pos4	142.223	60.4	289.6	312.8
Pos4	142.545	60.4	320.8	312.4
Pos4	142.868	56.4	412.2	339.6
Pos4	143.19	62.4	429.8	427.4
Pos4	143.513	58.6	363.8	413.4
Pos4	143.835	60.2	371.4	394.2
Pos4	144.158	60	373.8	399.8
Pos4	144.48	60	393.6	412.4
Pos4	144.803	57.6	423.6	408.4
Pos4	145.125	57.6	423.6	408.4
Pos4	145.448	60.4	378.4	385.2
Pos4	145.77	62.4	358.6	345
Pos4	146.093	58.8	379.4	329.8
Pos4	146.415	59.8	405	344.4
Pos4	146.738	60.6	403.6	390
Pos4	147.06	59	385.8	415.6
Pos4	147.383	62.6	379.8	412.8
Pos4	147.705	59.2	423.4	430.2
Pos4	148.028	59	479.2	447.4
Pos4	148.35	61.4	448.8	460.6
Pos4	148.673	59.8	449.4	462.8
Pos4	148.995	60.6	375.4	447.2
Pos4	149.318	62	313.8	411.8
Pos4	149.64	62.6	330.8	459
Pos4	149.963	58.2	335.4	461
Pos4	150.285	59.2	339.8	437
Pos4	150.608	59.4	387.2	456.8
Pos4	150.93	61.4	360	444.2
Pos4	151.253	62.2	376	454.4
Pos4	151.575	60.4	344	443.2
Pos4	151.898	58	304.4	403
Pos4	152.22	58	304.4	403
Pos4	152.543	59.2	261.4	358.2
Pos4	152.865	59.8	259.2	287
Pos4	153.188	62	238.4	252.6
Pos4	153.51	59	240	250.8
Pos4	153.833	59.8	236.8	254.6
Pos4	154.155	61	239.2	264.4
Pos4	154.478	59.2	253.8	292.4
Pos4	154.8	58.4	267.2	312.4
Pos4	155.123	59.6	260.4	306.4
Pos4	155.445	60.2	281.6	352
Pos4	155.768	60.8	298	364
Pos4	156.09	60	402.6	413
Pos4	156.413	58.4	397.4	413
Pos4	156.735	57.2	353.6	501.8
Pos4	157.058	59	355.4	569.4
Pos4	157.38	56.8	304.4	477.6
Pos4	157.703	56.6	352	436.8
Pos4	158.025	58.4	397	485.2
Pos4	158.348	56.8	291	484.2
Pos4	158.67	56.8	291	484.2
Pos4	158.993	59.8	283	412
Pos4	159.315	58	366.2	380.6
Pos4	159.638	60.2	356	378.8
Pos4	159.96	59.4	405.4	410.4
Pos4	160.283	57.8	532.6	441.2
Pos4	160.605	58.2	492.4	521.4
Pos4	160.928	58.2	492.4	521.4
Pos4	161.25	58.4	427.4	508.8
Pos4	161.573	57	442.6	452.8
Pos4	161.895	58.6	440.4	435
Pos4	162.218	59.8	469	442.8
Pos4	162.54	59.8	385.2	439.6
Pos4	162.863	54.8	326.2	403.4
Pos4	163.185	60.2	346.6	384.8
Pos4	163.508	56.4	338.8	364.6
Pos4	163.83	56.2	387.2	377.2
Pos4	164.153	58.4	390.6	391.2
Pos4	164.475	55.8	384	408.8
Pos4	164.798	59.4	480.6	413.4
Pos4	165.12	59	544	437.2
Pos4	165.443	58.6	536.4	446.6
Pos4	165.765	60.8	435.8	472.6
Pos4	166.088	58.8	461.8	403.6
Pos4	166.41	60	473.8	395.8
Pos4	166.733	58.2	515.6	391
Pos4	167.055	60.4	548	441.4
Pos4	167.378	60.8	515.4	448.4
Pos4	167.7	58.6	520.4	483.8
Pos4	168.023	57.2	443.4	503.2
Pos4	168.345	57.6	437.8	477.8
Pos4	168.668	59.2	454	459.8
Pos4	168.99	59.4	419.2	485.2
Pos4	169.313	56.8	438.8	476.6
Pos4	169.635	58.8	435.6	486.8
Pos4	169.958	57.8	495.8	489.6
Pos4	170.28	58	451.2	523.6
Pos4	170.603	59.4	416.2	488.2
Pos4	170.925	59	401	488.8
Pos4	171.248	59.8	407.8	476.4
Pos4	171.57	61.6	441.8	467.2
Pos4	171.893	61.6	441.8	467.2
Pos4	172.215	59.4	411.4	504.4
Pos4	172.538	59.6	429.2	483
Pos4	172.86	61.8	471.6	473.2
Pos4	173.183	61.4	500.2	496.6
Pos4	173.505	60.4	538.6	519.4
Pos4	173.828	58.6	638.8	551
Pos4	174.15	58.6	638.8	551
Pos4	174.473	60.6	705.6	644.6
Pos4	174.795	59.8	744.2	756.8
Pos4	175.118	59.8	784.8	770.6
Pos4	175.44	58.2	791.4	809.6
Pos4	175.763	58	752.6	826.6
Pos4	176.085	57.6	709.8	885.6
Pos4	176.408	61.4	558.2	836.4
Pos4	176.73	59.8	489.8	765.4
Pos4	177.053	59.8	454.8	708.2
Pos4	177.375	59.6	453.2	594.8
Pos4	177.698	61.4	496.4	547.8
Pos4	178.02	62.2	564	571
Pos4	178.343	59.4	563.6	613.8
Pos4	178.665	63.6	517	611.8
Pos4	178.988	63.6	477.4	597.2
Pos4	179.31	60.8	469.2	595
Pos4	179.633	60.6	480.6	564.2
Pos4	179.955	62.4	503.2	531.2
Pos4	180.278	61.2	512.2	554.2
Pos4	180.6	62.4	419.6	533.8
Pos4	180.923	61.6	412.4	492.2
Pos4	181.245	60.8	444.6	427.6
Pos4	181.568	61.8	479.4	425
Pos4	181.89	60.6	447.6	444
Pos4	182.213	59.8	409.4	448.2
Pos4	182.535	63.2	425	439.4
Pos4	182.858	63.2	425	439.4
Pos4	183.18	61.6	413.8	443.6
Pos4	183.503	58.8	403.8	448.4
Pos4	183.825	63.8	431.8	442.4
Pos4	184.148	61	432.6	443.2
Pos4	184.47	60	494.8	459.4
Pos4	184.793	60.4	579.8	512.4
Pos4	185.115	58.6	583	538.4
Pos4	185.438	63.8	522.4	594.2
Pos4	185.76	61.8	464.8	562.2
Pos4	186.083	62.2	411.8	504.2
Pos4	186.405	61.4	414.2	467.4
Pos4	186.728	63.8	404.4	450
Pos4	187.05	60.4	434.6	423.2
Pos4	187.373	62	435	417.6
Pos4	187.695	63	483	435.2
Pos4	188.018	62.2	632.8	465
Pos4	188.34	64.4	617.2	544.4
Pos4	188.663	61.4	542.4	584.4
Pos4	188.985	61.8	540.8	543.2
Pos4	189.308	61.8	540.8	543.2
Pos4	189.63	61.6	556.8	526.4
Pos4	189.953	61.8	521.8	519
Pos4	190.275	60.2	474.4	511.8
Pos4	190.598	61.6	461.6	471.8
Pos4	190.92	62.4	403.6	437.6
Pos4	191.243	60.2	385.6	397
Pos4	191.565	62.8	424.6	352.6
Pos4	191.888	63.8	447.8	377.4
Pos4	192.21	66.8	443.2	373.6
Pos4	192.533	64.2	436.6	384
Pos4	192.855	62	366.6	372.4
Pos4	193.178	63.8	354	360.4
Pos4	193.5	64	370.4	328.2
Pos4	193.823	67.6	428.6	336.8
Pos4	194.145	64	436.2	327.2
Pos4	194.468	65.8	471.4	387
Pos4	194.79	65.2	437.4	397
Pos4	195.113	65.4	411.6	418.4
Pos4	195.435	66.2	436.2	420.4
Pos4	195.758	66.2	436.2	420.4
Pos4	196.08	68.6	580.2	513
Pos4	196.403	65.8	608	560.4
Pos4	196.725	68.8	652	723
Pos4	197.048	63.6	541.8	719.2
Pos4	197.37	64.2	492.8	608.4
Pos4	197.693	65.4	452.8	551.2
Pos4	198.015	66	447	483.6
Pos4	198.338	67	514.6	445.6
Pos4	198.66	62.8	571.2	536
Pos4	198.983	67.2	580.6	597.8
Pos4	199.305	66.6	623.6	608.4
Pos4	199.628	67.6	628	644.4
Pos4	199.95	66.6	595	642.8
Pos4	200.273	67.4	532	598.6
Pos4	200.595	66.2	497.4	630.4
Pos4	200.918	65.6	449	549.6
Pos4	201.24	68	417.6	438.2
Pos4	201.563	70.6	357.4	378.4
Pos4	201.885	70.2	319	324
Pos4	202.208	68	301.8	278.4
Pos4	202.53	74.4	290.2	250.6
Pos4	202.853	76.6	312	236.4
Pos4	203.175	74.2	323	241
Pos4	203.498	76	346.4	242.4
Pos4	203.82	79.2	442.2	287.6
Pos4	204.143	80.6	494.2	331.8
Pos4	204.465	82.8	488.8	373.2
Pos4	204.788	79.2	473.4	385.6
Pos4	205.11	82.4	410.6	392.2
Pos4	205.433	85	379	381.4
Pos4	205.755	83.8	341.2	371.6
Pos4	206.078	84.2	325.4	356.6
Pos4	206.4	87.2	267.6	282
Pos4	206.723	95	273.8	290.8
Pos4	207.045	91.6	288.4	294.2
Pos4	207.368	93.8	309.6	299.6
Pos4	207.69	97	349	309
Pos4	208.013	98.8	375.4	326.2
Pos4	208.335	99.4	403.2	348.4
Pos4	208.658	96.6	441	368.8
Pos4	208.98	101.4	440.2	368.2
Pos4	209.303	100.6	436.4	388.6
Pos4	209.625	100.8	423.2	403
Pos4	209.948	103.8	433.6	408.2
Pos4	210.27	107.2	447.8	403.6
Pos4	210.593	104.4	455	413.2
Pos4	210.915	109	519.8	422.4
Pos4	211.238	117.4	576	442.2
Pos4	211.56	125	594	462.2
Pos4	211.883	148.4	572.4	476.2
Pos4	212.205	207	548.6	477
Pos4	212.528	271.2	531	471.6
Pos4	212.85	349.2	470.2	457.6
Pos4	213.173	438.6	422	415.2
Pos4	213.495	524	396	387.2
Pos4	213.818	599	385	355.2
Pos4	214.14	552.8	358.2	319.2
Pos4	214.463	599.2	355.6	293.2
Pos4	214.785	648.4	322.2	289.2
Pos4	215.108	679.2	312.4	289.6
Pos4	215.43	602.2	375.2	303.4
Pos4	215.753	575.6	416.4	353.6
Pos4	216.075	558.4	397	408.6
Pos4	216.398	531.2	388.6	408
Pos4	216.72	410.2	356	421.4
Pos4	217.043	364	330.8	384.6
Pos4	217.365	323.8	384	397.2
Pos4	217.688	273.6	441.8	402
Pos4	218.01	210.6	556.2	446.2
Pos4	218.333	192.4	550.2	491.6
Pos4	218.655	154.6	511.8	500.2
Pos4	218.978	116.2	524.4	500.8
Pos4	219.3	101.2	521.4	504
Pos4	219.623	85	495.2	525.6
Pos4	219.945	77.8	442.8	518.6
Pos4	220.268	74	385.4	496.8
Pos4	220.59	75.2	356.8	447.2
Pos4	220.913	72.8	322.8	422
Pos4	221.235	69.2	293.6	381.6
Pos4	221.558	70.6	327.4	396.8
Pos4	221.88	70.8	334.6	377
Pos4	222.203	68.2	371.8	366.8
Pos4	222.525	68.6	428.8	402.2
Pos4	222.848	68.4	443.8	445.2
Pos4	223.17	71.2	398.2	496
Pos4	223.493	69.6	402	487.4
Pos4	223.815	70.8	379	499.8
Pos4	224.138	71.4	380.2	541.2
Pos4	224.46	71.6	460.6	523
Pos4	224.783	71	527.4	558.6
Pos4	225.105	74.8	546.8	594.4
Pos4	225.428	72.4	493.2	542.4
Pos4	225.75	73.8	431.2	529.2
Pos4	226.073	74.8	429.8	501
Pos4	226.395	75.6	474.6	493.2
Pos4	226.718	76.2	486.2	488.2
Pos4	227.04	74.2	520	472.4
Pos4	227.363	82	486.4	466.2
Pos4	227.685	83.2	385.2	455.4
Pos4	228.008	89.4	297.6	332.4
Pos4	228.33	97.2	269.4	296
Pos4	228.653	104.4	249.2	282
Pos4	228.975	123	245	269.4
Pos4	229.298	147.2	232.8	281.2
Pos4	229.62	196.6	232.8	285
Pos4	229.943	266.6	239.6	281
Pos4	230.265	390.6	260.4	295.6
Pos4	230.588	509.2	249.6	319
Pos4	230.91	633.6	231.2	327.8
Pos4	231.233	717	249.8	329.2
Pos4	231.555	758	292.4	341
Pos4	231.878	715.2	378.6	357
Pos4	232.2	513	440	465.2
Pos4	232.523	427.6	503	490.8
Pos4	232.845	317.2	571.4	533.6
Pos4	233.168	231.8	594.4	612.6
Pos4	233.49	185.6	560	613.2
Pos4	233.813	166.2	606.2	572.2
Pos4	234.135	151.4	636.8	600
Pos4	234.458	141.6	569.8	617.4
Pos4	234.78	140.2	520.4	584
Pos4	235.103	129.6	452	568
Pos4	235.425	130	457.6	528.2
Pos4	235.748	117	494.4	462
Pos4	236.07	114.4	474.4	458.2
Pos4	236.393	115.4	460.8	477.8
Pos4	236.715	114	486	507
Pos4	237.038	108.4	493.4	564
Pos4	237.36	107	549.2	578.4
Pos4	237.683	103.2	619.4	685.2
Pos4	238.005	101.2	573.6	675.2
Pos4	238.328	101.6	557.8	609.6
Pos4	238.65	94.2	567.6	571.6
Pos4	238.973	91	490	578.6
Pos4	239.295	92	425.8	552.2
Pos4	239.618	83.8	363.4	411.4
Pos4	239.94	82	366.6	397.4
Pos4	240.263	78.4	359.8	396.4
Pos4	240.585	80	436.6	382.8
Pos4	240.908	72.8	466	430.4
Pos4	241.23	72.8	466	430.4
Pos4	241.553	72	352.2	310.6
Pos4	241.875	68.4	369.2	301.8
Pos4	242.198	67.2	340.2	279.6
Pos4	242.52	65.6	338	274.6
Pos4	242.843	66.6	383.4	288.6
Pos4	243.165	69.4	446	318
Pos4	243.488	67.2	463.2	354.8
Pos4	243.81	67.2	463.2	354.8
Pos4	244.133	65.2	474.8	383.2
Pos4	244.455	61.8	507.2	416.4
Pos4	244.778	64	517.8	392.6
Pos4	245.1	62.4	534.8	436.2
Pos4	245.423	63.2	452.4	389.2
Pos4	245.745	63.6	404.6	386.8
Pos4	246.068	61.6	338.4	330.6
Pos4	246.39	62	374.8	331
Pos4	246.713	59.2	398.8	362.4
Pos4	247.035	62.6	377.2	339
Pos4	247.358	63	378.8	326.8
Pos4	247.68	62.2	360.6	323.8
Pos4	248.003	64.8	328.8	302.6
Pos4	248.325	66	311.4	268.4
Pos4	248.648	62.8	418.2	368
Pos4	248.97	62.8	418.2	368
Pos4	249.293	62.6	460.8	431.2
Pos4	249.615	61.2	453.6	443
Pos4	249.938	61.8	331.4	405.4
Pos4	250.26	60.4	258.2	356
Pos4	250.583	63	216.8	291
Pos4	250.905	62.2	212	254.8
Pos4	251.228	65.8	218.8	239.2
Pos4	251.55	61.6	235.2	243.2
Pos4	251.873	60.2	228.6	250.8
Pos4	252.195	64	204	268.4
Pos4	252.518	63.2	183.6	267.4
Pos4	252.84	63.8	271	379.8
Pos4	253.163	62.8	318.8	389.6
Pos4	253.485	63.4	332.2	375.6
Pos4	253.808	64.6	310.8	370.8
Pos4	254.13	61.8	263.4	327
Pos4	254.453	60.6	265.6	337
Pos4	254.775	67.4	353.4	420
Pos4	255.098	63.4	396.4	405.4
Pos4	255.42	64	451.6	393
Pos4	255.743	65.8	477.8	455.4
Pos5	0	72.8	139	206.2
Pos5	0.323	69.4	161.6	286.2
Pos5	0.645	73.8	232.4	428
Pos5	0.968	76.6	385.6	611.6
Pos5	1.29	76.6	385.6	611.6
Pos5	1.613	82.4	551.6	627.8
Pos5	1.935	79	570	663.4
Pos5	2.258	87.6	559.4	667
Pos5	2.58	95.2	450	571
Pos5	2.903	125	301.4	408
Pos5	3.225	169.4	212.2	258.4
Pos5	3.548	343.4	183.8	241.4
Pos5	3.87	1054.4	235.8	361.4
Pos5	4.193	1421	440	546.6
Pos5	4.515	1783	549.8	596.2
Pos5	4.838	2055	441.4	461.4
Pos5	5.16	2240.4	314.2	286.6
Pos5	5.483	2453.6	217.6	200.8
Pos5	5.805	2556	149.4	168.2
Pos5	6.128	2799.2	147.4	168
Pos5	6.45	2801.4	149.4	149.4
Pos5	6.773	2904.2	144	147.6
Pos5	7.095	3065.6	129.6	125.2
Pos5	7.418	3192.8	121	111.6
Pos5	7.74	3331.2	111.8	110.2
Pos5	8.063	3568	101.4	106.4
Pos5	8.385	3556.6	97.4	118.2
Pos5	8.708	3445.4	102.6	156.4
Pos5	9.03	3357.2	108.2	174.2
Pos5	9.353	3351	118.4	172.8
Pos5	9.675	3418.2	149.2	237.8
Pos5	9.998	3246	226.8	374.2
Pos5	10.32	2820.4	208.8	375.6
Pos5	10.643	2650.6	233.2	375.6
Pos5	10.965	3079.4	283.4	422.6
Pos5	11.288	3489.6	301.4	452.8
Pos5	11.61	3587.4	307	438.4
Pos5	11.933	3584.8	278.2	399
Pos5	12.255	3686	243.4	385
Pos5	12.578	3684.6	280.6	371
Pos5	12.9	3783.2	285.6	311.4
Pos5	13.223	3918.6	227.8	258
Pos5	13.545	3911.6	226.6	269.2
Pos5	13.868	3809.6	209	246.4
Pos5	14.19	3932.4	152.4	181.2
Pos5	14.513	3703.6	142.6	168.2
Pos5	14.835	3497.8	143.4	159.8
Pos5	15.158	3332.8	141.6	175
Pos5	15.48	3186	166.8	196.6
Pos5	15.803	2880.6	205.4	223.2
Pos5	16.125	2762.6	203.2	223.6
Pos5	16.448	2515.6	201.8	265.8
Pos5	16.77	2184.2	266.6	344
Pos5	17.093	1703.6	335.2	326.8
Pos5	17.415	1154.6	257	245.8
Pos5	17.738	713.4	180.4	186.6
Pos5	18.06	482.6	126	141.6
Pos5	18.383	333.2	122.2	134.6
Pos5	18.705	257	133.8	131.2
Pos5	19.028	223.8	135.4	136
Pos5	19.35	185.6	162.6	154.2
Pos5	19.673	160.8	222.2	151
Pos5	19.995	140	247.2	180.6
Pos5	20.318	122.4	232.6	155.8
Pos5	20.64	114.4	177	133
Pos5	20.963	103.8	130.2	130.8
Pos5	21.285	96	133.6	146
Pos5	21.608	96	229.4	238.8
Pos5	21.93	83	290.6	315.2
Pos5	22.253	86.4	389.2	407.8
Pos5	22.575	78.6	463.2	518.4
Pos5	22.898	79.2	564.8	551.8
Pos5	23.22	74.4	562.2	518.4
Pos5	23.543	70.6	381.8	407.2
Pos5	23.865	67.6	309.2	381
Pos5	24.188	66.8	374.6	405.4
Pos5	24.51	66.8	374.6	405.4
Pos5	24.833	69.6	369.6	503
Pos5	25.155	65.8	476.6	551.4
Pos5	25.478	65.6	595	528
Pos5	25.8	67.2	579	474.8
Pos5	26.123	69	519.2	410.2
Pos5	26.445	63.2	370.8	386.6
Pos5	26.768	64.4	297.2	314
Pos5	27.09	65.6	230.2	258.6
Pos5	27.413	62.8	197.6	224.4
Pos5	27.735	64.2	159.8	212.4
Pos5	28.058	60.6	152.2	184.6
Pos5	28.38	62.6	156.6	191.6
Pos5	28.703	60.6	180	223.6
Pos5	29.025	62	221.4	245.6
Pos5	29.348	64.2	305.4	283.4
Pos5	29.67	62.8	368.6	283
Pos5	29.993	60.8	333.8	252.2
Pos5	30.315	63.8	300.6	217.2
Pos5	30.638	63.8	249.8	205.8
Pos5	30.96	62.8	261.4	205.2
Pos5	31.283	61.4	228.6	192.4
Pos5	31.605	60.8	240.4	189.8
Pos5	31.928	60.4	269.4	177.6
Pos5	32.25	58.4	327.2	213.2
Pos5	32.572	61	247	187.8
Pos5	32.895	59.2	187.4	174.6
Pos5	33.218	58.2	228.4	173.6
Pos5	33.54	61	503.6	304.6
Pos5	33.863	60.4	436.6	287.2
Pos5	34.185	58.4	344.6	265.4
Pos5	34.508	59.2	345.2	264.6
Pos5	34.83	60.6	475.4	382.2
Pos5	35.153	60.6	452.2	464.6
Pos5	35.475	58.2	527.4	463.4
Pos5	35.798	61.8	452.6	382.2
Pos5	36.12	57.2	209.8	211.8
Pos5	36.443	57.2	209.8	211.8
Pos5	36.765	60.8	164.2	163.2
Pos5	37.088	59.6	150	148
Pos5	37.41	59.6	126.8	148.2
Pos5	37.733	59.2	124.2	145.4
Pos5	38.055	61.2	158.4	159.2
Pos5	38.378	61.2	204.8	178.4
Pos5	38.7	64.2	286	234.6
Pos5	39.023	70.2	204.6	204.6
Pos5	39.345	74.8	143.6	166
Pos5	39.668	77	140.8	162
Pos5	39.99	116.4	182.2	156.4
Pos5	40.313	92.4	208.2	167.2
Pos5	40.635	91.6	273.8	201.2
Pos5	40.958	87.4	342.8	201.8
Pos5	41.28	88.6	277.2	181.2
Pos5	41.603	136.4	157.2	150.6
Pos5	41.925	142.2	155	149.6
Pos5	42.248	150.8	171.8	189
Pos5	42.57	146.6	194	218
Pos5	42.893	143.2	195	242.6
Pos5	43.215	202.2	176.2	241.6
Pos5	43.538	155.6	176.2	246
Pos5	43.86	129.8	176.8	210.4
Pos5	44.183	112.8	190.6	206.4
Pos5	44.505	106.4	235	237.4
Pos5	44.828	92	284.4	281.6
Pos5	45.15	87	323.6	353.4
Pos5	45.473	81.2	295	311
Pos5	45.795	79.6	243.4	274.4
Pos5	46.118	73.4	224.6	330.2
Pos5	46.44	66.6	296.4	406
Pos5	46.763	72	336.2	395.2
Pos5	47.085	67.4	294.4	316.8
Pos5	47.408	68.2	242.6	274.4
Pos5	47.73	66.4	247.8	350.6
Pos5	48.053	69	347.4	485.6
Pos5	48.375	74.8	412.2	523
Pos5	48.698	75	385.6	456.4
Pos5	49.02	75.6	310	341.2
Pos5	49.343	78.4	271.4	342.6
Pos5	49.665	84.4	235	298.8
Pos5	49.988	84	236.8	236.8
Pos5	50.31	96.4	214	204.8
Pos5	50.633	110.4	190.4	198
Pos5	50.955	138	172.4	206.8
Pos5	51.278	191.6	172	213.2
Pos5	51.6	416.4	152.6	264.8
Pos5	51.923	914.4	139.8	206.8
Pos5	52.245	1471	119	148.6
Pos5	52.568	1768.6	109.2	128.8
Pos5	52.89	2223.4	103.2	125
Pos5	53.213	2327.8	103.4	124
Pos5	53.535	2327.8	103.4	124
Pos5	53.858	2800.8	95.6	110.8
Pos5	54.18	2974	95.6	110.8
Pos5	54.503	3124.2	98.6	119
Pos5	54.825	3645.4	100.6	136.4
Pos5	55.148	3451.6	114.4	135.8
Pos5	55.47	3439.6	121.8	136.2
Pos5	55.793	3298	117.2	152
Pos5	56.115	3046.6	120.2	158.6
Pos5	56.438	3094.2	128.8	159
Pos5	56.76	2900.2	128	164
Pos5	57.083	2951	132.4	162.6
Pos5	57.405	2612.4	142.2	174.4
Pos5	57.728	2009.4	163.8	155.6
Pos5	58.05	1804.4	171	153.6
Pos5	58.373	1458.4	166.6	148.8
Pos5	58.695	1529.2	147.6	154
Pos5	59.018	1570	132.6	152.8
Pos5	59.34	1666.4	128.2	158.2
Pos5	59.663	1760.4	126.6	154.4
Pos5	59.985	1461.8	120	169.4
Pos5	60.308	842.2	126.2	186.2
Pos5	60.63	576.6	137.6	216
Pos5	60.953	330	163	325.8
Pos5	61.275	251.8	202.2	406.4
Pos5	61.598	203.8	273.4	449
Pos5	61.92	138.2	381.2	293.8
Pos5	62.243	116.4	274	220
Pos5	62.565	98.4	172.2	197.6
Pos5	62.888	88.6	160	193
Pos5	63.21	76.8	171.2	181.8
Pos5	63.533	76.8	171.2	181.8
Pos5	63.855	75	183	162.6
Pos5	64.177	68.6	179.2	142.6
Pos5	64.5	67	155.6	139.2
Pos5	64.823	65.4	151.2	159.8
Pos5	65.145	61.2	155.8	184.6
Pos5	65.468	62.2	188	232.6
Pos5	65.79	62	199	252.8
Pos5	66.113	62.4	271.2	265.6
Pos5	66.435	59.6	251.2	234.4
Pos5	66.758	61.4	256.4	171.4
Pos5	67.08	58.4	238.6	152.4
Pos5	67.403	57	194	144
Pos5	67.725	56.4	161.2	149.8
Pos5	68.048	58.2	152.2	164
Pos5	68.37	57.6	192.4	183
Pos5	68.693	56	226.2	198.6
Pos5	69.015	57.2	253.2	189
Pos5	69.338	58	242	157.6
Pos5	69.66	56.6	281.8	140.2
Pos5	69.983	57	174	113
Pos5	70.305	54.8	139.6	114
Pos5	70.628	56.8	119.2	111.6
Pos5	70.95	56.8	119.2	111.6
Pos5	71.273	56.8	121	116.8
Pos5	71.595	56.4	113.4	116.8
Pos5	71.918	57.4	114.6	120.8
Pos5	72.24	58.4	112.8	106.8
Pos5	72.563	57.8	109.4	112.2
Pos5	72.885	55.4	112.6	109.8
Pos5	73.208	53.4	113.8	110.2
Pos5	73.53	56	117.8	105.2
Pos5	73.853	58.4	115.8	105.2
Pos5	74.175	59	123	106.4
Pos5	74.498	55.6	122.2	130.6
Pos5	74.82	58	127.4	157
Pos5	75.143	54.4	162.4	225.6
Pos5	75.465	56.2	180.8	228
Pos5	75.788	55	224.2	250.6
Pos5	76.11	56	207.8	213.8
Pos5	76.433	54.6	201.8	196
Pos5	76.755	57	216.6	177.4
Pos5	77.078	53.4	159.6	188.2
Pos5	77.4	53.6	170	244.8
Pos5	77.723	57.2	255.6	296.4
Pos5	78.045	57.2	255.6	296.4
Pos5	78.368	56.6	268.6	218.6
Pos5	78.69	55.6	213.6	174.4
Pos5	79.013	56.6	160.6	154
Pos5	79.335	59.8	147	162.2
Pos5	79.658	58.8	145.8	184.4
Pos5	79.98	55.8	155.6	234
Pos5	80.303	57.8	172.6	285
Pos5	80.625	60.6	277.8	428.4
Pos5	80.948	59.8	355.6	427.2
Pos5	81.27	60	397	416
Pos5	81.593	62.2	373.6	443.2
Pos5	81.915	64.2	347.4	473
Pos5	82.238	64	418.4	445.2
Pos5	82.56	64.2	457.2	427.4
Pos5	82.883	66.4	364	350.4
Pos5	83.205	70.2	339.6	312.8
Pos5	83.528	70	328	302
Pos5	83.85	67.4	340.6	287.4
Pos5	84.173	72	333	281
Pos5	84.495	70.2	271.6	247.8
Pos5	84.818	70.6	281.8	227.6
Pos5	85.14	71.2	338.8	261.6
Pos5	85.463	67.2	317.8	250.8
Pos5	85.785	69.6	283.4	256.8
