	Line scan				Control region		
Foci no	Distance	DAPI	MTCOI	SDHA	DAPI	MTCOI	SDHA
5	116.151	1229.6	103.8	240.6	54.169	188.919	285.88
5	116.473	1484.4	104.2	254.4	54.169	188.919	285.88
5	116.796	1631.6	104.8	263.4	54.169	188.919	285.88
5	117.119	1754	101.2	265.6	54.169	188.919	285.88
5	117.441	1841.6	103.8	259.8	54.169	188.919	285.88
5	117.764	1870.2	103.4	266.6	54.169	188.919	285.88
5	118.087	1848	108	271	54.169	188.919	285.88
5	118.409	1799	108.6	265.6	54.169	188.919	285.88
5	118.732	1723	112	261.6	54.169	188.919	285.88
5	119.055	1619.8	109.2	247.8	54.169	188.919	285.88
5	119.377	1459.4	102.2	243.6	54.169	188.919	285.88
5	119.7	1242.4	107.4	253	54.169	188.919	285.88
5	120.023	1058	107.8	248.8	54.169	188.919	285.88
5	120.345	888.4	108.6	247.4	54.169	188.919	285.88
5	120.668	712.8	106.4	241.2	54.169	188.919	285.88
5	120.99	546.8	102	223.8	54.169	188.919	285.88
5	121.313	430.4	101.6	259.6	54.169	188.919	285.88
5	121.636	336.2	100.8	270.4	54.169	188.919	285.88
5	121.958	248.2	101	265	54.169	188.919	285.88
5	122.281	213	106	312.4	54.169	188.919	285.88
5	122.604	193.6	107.2	286	54.169	188.919	285.88
5	122.926	219.4	105.4	293.8	54.169	188.919	285.88
5	123.249	233	106	290.4	54.169	188.919	285.88
5	123.572	270	112.4	315.6	54.169	188.919	285.88
5	123.894	267.4	109.2	314.4	54.169	188.919	285.88
5	124.217	341	118.4	355.6	54.169	188.919	285.88
5	124.54	408.2	119	366.8	54.169	188.919	285.88
5	124.862	568	120	430.4	54.169	188.919	285.88
5	125.185	720.8	120.2	458	54.169	188.919	285.88
5	125.507	1015.6	130	531	54.169	188.919	285.88
5	125.83	1015.6	130	531	54.169	188.919	285.88
5	126.153	1343.4	140.2	566	54.169	188.919	285.88
5	126.475	1596	147.2	606.2	54.169	188.919	285.88
5	126.798	1927.4	168.8	612.2	54.169	188.919	285.88
5	127.121	2221.6	166.2	492.2	54.169	188.919	285.88
5	127.443	2221.6	166.2	492.2	54.169	188.919	285.88
5	127.766	2429.2	147	442.8	54.169	188.919	285.88
5	128.089	2513	143.4	433.2	54.169	188.919	285.88
5	128.411	2475.8	153.4	430.2	54.169	188.919	285.88
5	128.734	2412.6	159.8	405.2	54.169	188.919	285.88
5	129.056	2154.8	147	329	54.169	188.919	285.88
5	129.379	1909	135.2	294.6	54.169	188.919	285.88
5	129.702	1612.4	124.6	269.2	54.169	188.919	285.88
5	130.024	1512	125.2	291.4	54.169	188.919	285.88
5	130.347	1252.8	125.2	257.2	54.169	188.919	285.88
5	130.67	893.8	124.8	248.4	54.169	188.919	285.88
5	130.992	580.8	121.4	251	54.169	188.919	285.88
5	131.315	517.4	125	261.2	54.169	188.919	285.88
5	131.638	366.2	128.4	243.2	54.169	188.919	285.88
5	131.96	230	127.4	243.4	54.169	188.919	285.88
5	132.283	191.8	131.4	285	54.169	188.919	285.88
5	132.606	157.8	140.8	293	54.169	188.919	285.88
5	132.928	125.2	179	384.2	54.169	188.919	285.88
5	133.251	115.8	233	451.4	54.169	188.919	285.88
5	133.573	103.2	279.8	461.2	54.169	188.919	285.88
5	133.896	100.2	232	428	54.169	188.919	285.88
5	134.219	93.8	197.8	529.4	54.169	188.919	285.88
5	134.541	91	170.6	545	54.169	188.919	285.88
5	134.864	86	181	488.4	54.169	188.919	285.88
5	135.187	86	181	488.4	54.169	188.919	285.88
5	135.509	83.8	169.8	461.8	54.169	188.919	285.88
5	135.832	84.2	171.6	584.2	54.169	188.919	285.88
5	136.155	83.4	199.2	697.4	54.169	188.919	285.88
5	136.477	86	211.6	731	54.169	188.919	285.88
5	136.8	83	250	769	54.169	188.919	285.88
5	137.123	87	318.6	673.8	54.169	188.919	285.88
5	137.445	85.6	306	511.4	54.169	188.919	285.88
5	137.768	85	254.8	469.8	54.169	188.919	285.88
5	138.09	83	228.8	410	54.169	188.919	285.88
5	138.413	83.2	179.2	384.6	54.169	188.919	285.88
5	138.736	79.2	175.2	432.4	54.169	188.919	285.88
5	139.058	81.2	175.4	473.8	54.169	188.919	285.88
5	139.381	83	192.4	489.8	54.169	188.919	285.88
5	139.704	84.2	179.2	447.6	54.169	188.919	285.88
5	140.026	81.4	177.2	402	54.169	188.919	285.88
5	140.349	81.8	180.2	419	54.169	188.919	285.88
5	140.672	80.6	208	425.6	54.169	188.919	285.88
5	140.994	77.2	210.8	455.4	54.169	188.919	285.88
5	141.317	80.4	220.4	447	54.169	188.919	285.88
5	141.639	81.8	207	439	54.169	188.919	285.88
5	141.962	79.6	196	453	54.169	188.919	285.88
5	142.285	83.8	199.8	490.6	54.169	188.919	285.88
5	142.607	78.8	205.2	494	54.169	188.919	285.88
5	142.93	76.8	220.4	505.2	54.169	188.919	285.88
5	143.253	76.8	220.4	505.2	54.169	188.919	285.88
5	143.575	77.6	212.8	451.4	54.169	188.919	285.88
5	143.898	75.8	211.2	428.6	54.169	188.919	285.88
5	144.221	76.8	205.8	424.4	54.169	188.919	285.88
5	144.543	79	222.6	413	54.169	188.919	285.88
5	144.866	77.4	233.2	417.2	54.169	188.919	285.88
5	145.189	80.4	237	386	54.169	188.919	285.88
5	145.511	79.4	234	369	54.169	188.919	285.88
5	145.834	83.2	198.6	328.4	54.169	188.919	285.88
5	146.156	81.2	182.6	333.4	54.169	188.919	285.88
5	146.479	83.4	173	307.4	54.169	188.919	285.88
5	146.802	82	177.4	332.2	54.169	188.919	285.88
5	147.124	81.6	171.8	312	54.169	188.919	285.88
5	147.447	81.6	171.8	312	54.169	188.919	285.88
5	147.77	86	173.2	271.6	54.169	188.919	285.88
5	148.092	83.4	159	248.2	54.169	188.919	285.88
5	148.415	88.6	146.4	203.2	54.169	188.919	285.88
5	148.738	79.6	137	191.8	54.169	188.919	285.88
5	149.06	79.8	130.6	178.2	54.169	188.919	285.88
5	149.383	79.4	121.4	188	54.169	188.919	285.88
5	149.706	74.6	118.6	203.8	54.169	188.919	285.88
5	150.028	78	118.2	199	54.169	188.919	285.88
5	150.351	78	118.2	199	54.169	188.919	285.88
5	150.673	77.8	120	193.8	54.169	188.919	285.88
5	150.996	74.6	125.4	203	54.169	188.919	285.88
5	151.319	75.8	126.2	215	54.169	188.919	285.88
5	151.641	78.8	133.4	213.4	54.169	188.919	285.88
5	151.964	75	129	237	54.169	188.919	285.88
5	152.287	74.8	124.8	222.6	54.169	188.919	285.88
5	152.609	76.4	130.4	238	54.169	188.919	285.88
5	152.932	73.8	136	271.8	54.169	188.919	285.88
5	153.255	77	135	269.8	54.169	188.919	285.88
5	153.577	73.8	142.6	288.4	54.169	188.919	285.88
5	153.9	73.6	159.8	306.4	54.169	188.919	285.88
5	154.222	76.6	157.4	295.2	54.169	188.919	285.88
5	154.545	76.6	175	318	54.169	188.919	285.88
5	154.868	76.6	175	318	54.169	188.919	285.88
5	155.19	81.2	182.8	317	54.169	188.919	285.88
5	155.513	84.6	194.6	310.4	54.169	188.919	285.88
5	155.836	87	185.2	311.2	54.169	188.919	285.88
5	156.158	87	176.6	301.2	54.169	188.919	285.88
5	156.481	84.2	163.2	285.8	54.169	188.919	285.88
5	156.804	79	166	287.6	54.169	188.919	285.88
5	157.126	80.8	168.8	281.2	54.169	188.919	285.88
5	157.449	80.6	162	270.2	54.169	188.919	285.88
5	157.772	79.2	152.8	248	54.169	188.919	285.88
5	158.094	83.2	147.4	248.8	54.169	188.919	285.88
5	158.417	83	144.6	252.8	54.169	188.919	285.88
5	158.739	82	143	267.6	54.169	188.919	285.88
5	159.062	81	142.2	283.6	54.169	188.919	285.88
5	159.385	76.2	152.8	316.2	54.169	188.919	285.88
5	159.707	79.8	164.8	356.4	54.169	188.919	285.88
5	160.03	77.6	185.2	368	54.169	188.919	285.88
5	160.353	74.6	197.6	363	54.169	188.919	285.88
5	160.675	73.4	200.6	364.8	54.169	188.919	285.88
5	160.998	71.2	193.4	386.2	54.169	188.919	285.88
5	161.321	65.6	186.2	392	54.169	188.919	285.88
5	161.643	63.8	173.8	399.2	54.169	188.919	285.88
5	161.966	61	174.4	424.4	54.169	188.919	285.88
5	162.289	62.8	174	413.4	54.169	188.919	285.88
5	162.611	65	190	440.2	54.169	188.919	285.88
5	162.934	66.4	213	454.2	54.169	188.919	285.88
5	163.256	65.6	229.8	433.4	54.169	188.919	285.88
5	163.579	70.8	243.2	428.8	54.169	188.919	285.88
5	163.902	76	245.8	410.6	54.169	188.919	285.88
5	164.224	74.2	239	391.8	54.169	188.919	285.88
5	164.547	70.2	215.8	358.2	54.169	188.919	285.88
5	164.87	71.2	195.8	326.6	54.169	188.919	285.88
5	165.192	65.2	187	303	54.169	188.919	285.88
5	165.515	62.2	181	291	54.169	188.919	285.88
5	165.838	59.8	174.8	293.8	54.169	188.919	285.88
5	166.16	60.8	181.4	313.2	54.169	188.919	285.88
5	166.483	61.2	199	326.6	54.169	188.919	285.88
5	166.806	61.8	206.6	319.8	54.169	188.919	285.88
5	167.128	63	214.8	312.8	54.169	188.919	285.88
5	167.451	62	179.6	279.6	54.169	188.919	285.88
5	167.773	64.4	192.8	300.8	54.169	188.919	285.88
5	168.096	64.2	206	294.4	54.169	188.919	285.88
5	168.419	61.4	201.6	280.4	54.169	188.919	285.88
5	168.741	61.4	182	269	54.169	188.919	285.88
5	169.064	59.6	163.2	272.4	54.169	188.919	285.88
5	169.387	61.4	155.4	293.4	54.169	188.919	285.88
5	169.709	59.4	177.2	334	54.169	188.919	285.88
5	170.032	57.2	227.2	356.2	54.169	188.919	285.88
5	170.355	58.8	255	331.6	54.169	188.919	285.88
5	170.677	57.8	237.4	302.8	54.169	188.919	285.88
5	171	57.2	196.6	274.8	54.169	188.919	285.88
5	171.322	59.6	166.2	297.4	54.169	188.919	285.88
5	171.645	57.8	169.2	312.8	54.169	188.919	285.88
5	171.968	58.2	190	351.2	54.169	188.919	285.88
5	172.29	57.6	218.2	343.8	54.169	188.919	285.88
5	172.613	60.6	247.6	317.6	54.169	188.919	285.88
5	172.936	57.2	235.8	285.6	54.169	188.919	285.88
5	173.258	57.6	205.4	294.4	54.169	188.919	285.88
5	173.581	58.2	195.8	320	54.169	188.919	285.88
5	173.904	58.4	229.4	341.6	54.169	188.919	285.88
5	174.226	56.4	235.6	344	54.169	188.919	285.88
5	174.549	56.6	245.6	353.4	54.169	188.919	285.88
5	174.872	54.6	258.8	354.2	54.169	188.919	285.88
5	175.194	58.6	251.8	336.2	54.169	188.919	285.88
5	175.517	55.6	248.4	348.4	54.169	188.919	285.88
5	175.839	58.4	252.6	340.6	54.169	188.919	285.88
5	176.162	59.4	276.4	326.6	54.169	188.919	285.88
5	176.485	57.8	291	307.6	54.169	188.919	285.88
5	176.807	58.4	276.6	279.6	54.169	188.919	285.88
5	177.13	54.6	227.4	282.2	54.169	188.919	285.88
5	177.453	55.4	221.4	277.2	54.169	188.919	285.88
5	177.775	55.2	226.4	261	54.169	188.919	285.88
5	178.098	56	210.2	277.4	54.169	188.919	285.88
5	178.421	57	201.8	379.2	54.169	188.919	285.88
5	178.743	53.2	239.2	420.4	54.169	188.919	285.88
5	179.066	55.2	293.8	415.8	54.169	188.919	285.88
5	179.389	55.2	293.8	415.8	54.169	188.919	285.88
5	179.711	53	373	448	54.169	188.919	285.88
5	180.034	54.8	339.8	367.4	54.169	188.919	285.88
5	180.356	55.2	303.4	341.4	54.169	188.919	285.88
5	180.679	56	275.2	314.2	54.169	188.919	285.88
5	181.002	54.4	294.2	331	54.169	188.919	285.88
5	181.324	57	280.8	276	54.169	188.919	285.88
5	181.647	56	263	244.8	54.169	188.919	285.88
5	181.97	57.4	248.8	229.8	54.169	188.919	285.88
5	182.292	54.2	246.2	241	54.169	188.919	285.88
5	182.615	55	252.6	240.4	54.169	188.919	285.88
5	182.938	55.2	259.6	262.6	54.169	188.919	285.88
5	183.26	58.4	257.8	282.8	54.169	188.919	285.88
5	183.583	57.4	264	296.8	54.169	188.919	285.88
5	183.905	56.6	268.4	302	54.169	188.919	285.88
5	184.228	57.6	297.4	321.2	54.169	188.919	285.88
5	184.551	57.4	353.4	384	54.169	188.919	285.88
5	184.873	57.6	403.8	413.6	54.169	188.919	285.88
5	185.196	55	429	419.8	54.169	188.919	285.88
5	185.519	60.2	458.2	489.6	54.169	188.919	285.88
5	185.841	57.6	431.6	518.2	54.169	188.919	285.88
5	186.164	58.4	407.2	538.8	54.169	188.919	285.88
5	186.487	60	491.8	639	54.169	188.919	285.88
5	186.809	58.2	513.4	640.8	54.169	188.919	285.88
5	187.132	54.8	566.4	740.8	54.169	188.919	285.88
5	187.455	56	594.4	704.2	54.169	188.919	285.88
5	187.777	56	604	579.2	54.169	188.919	285.88
5	188.1	55.6	582.2	552	54.169	188.919	285.88
5	188.422	54.4	448.2	433	54.169	188.919	285.88
5	188.745	55.8	356.2	362.4	54.169	188.919	285.88
5	189.068	55.6	305.4	404.4	54.169	188.919	285.88
5	189.39	54	267.2	426.4	54.169	188.919	285.88
5	189.713	55.8	328.4	514.6	54.169	188.919	285.88
5	190.036	55.2	348.6	488.6	54.169	188.919	285.88
5	190.358	54.6	318.2	462.8	54.169	188.919	285.88
5	190.681	57.6	356.2	543.8	54.169	188.919	285.88
5	191.004	58.4	326	499.4	54.169	188.919	285.88
5	191.326	56.2	344.8	519.2	54.169	188.919	285.88
5	191.649	52.8	337.8	564.6	54.169	188.919	285.88
5	191.972	56	417.6	635.6	54.169	188.919	285.88
5	192.294	54.6	434.6	626.6	54.169	188.919	285.88
5	192.617	54	457.6	677.2	54.169	188.919	285.88
5	192.939	55.4	465.8	716.8	54.169	188.919	285.88
5	193.262	54.8	486.6	735.6	54.169	188.919	285.88
5	193.585	52.4	463.2	720.2	54.169	188.919	285.88
5	193.907	54.6	469.6	733.8	54.169	188.919	285.88
5	194.23	54.4	455.6	760.6	54.169	188.919	285.88
5	194.553	58.6	462.8	805.8	54.169	188.919	285.88
5	194.875	57.2	432.8	721.2	54.169	188.919	285.88
5	195.198	57.8	452.6	643.6	54.169	188.919	285.88
5	195.521	56.6	344.6	499.2	54.169	188.919	285.88
5	195.843	54.6	259	497.6	54.169	188.919	285.88
5	196.166	53.6	232.2	564	54.169	188.919	285.88
5	196.488	54	239.8	561.4	54.169	188.919	285.88
5	196.811	55	303.6	565.2	54.169	188.919	285.88
5	197.134	55.2	335.8	521.6	54.169	188.919	285.88
5	197.456	52.8	258.8	444.6	54.169	188.919	285.88
5	197.779	53.6	257.8	475.4	54.169	188.919	285.88
5	198.102	52.6	265.4	460.4	54.169	188.919	285.88
5	198.424	54	252	394	54.169	188.919	285.88
5	198.747	53.4	202.8	353.2	54.169	188.919	285.88
5	199.07	53.6	160.4	347.2	54.169	188.919	285.88
5	199.392	54.4	159.2	338	54.169	188.919	285.88
5	199.715	55.6	185.2	370	54.169	188.919	285.88
5	200.038	54	173.6	480.2	54.169	188.919	285.88
5	200.36	52.6	206.2	592.8	54.169	188.919	285.88
5	200.683	54.6	277.6	570	54.169	188.919	285.88
5	201.005	60	305.2	459.4	54.169	188.919	285.88
5	201.328	58.4	201.6	366.2	54.169	188.919	285.88
5	201.651	59.2	183.4	383.2	54.169	188.919	285.88
5	201.973	59.2	183.4	383.2	54.169	188.919	285.88
5	202.296	60	287	549.8	54.169	188.919	285.88
5	202.619	62.6	351	603	54.169	188.919	285.88
5	202.941	69	416.6	526.6	54.169	188.919	285.88
5	203.264	66.2	356.6	466.2	54.169	188.919	285.88
5	203.587	66	257	363.6	54.169	188.919	285.88
5	203.909	66.4	218	389	54.169	188.919	285.88
5	204.232	64	216	438.2	54.169	188.919	285.88
5	204.555	63.4	267.8	541.4	54.169	188.919	285.88
5	204.877	65.2	259.4	453	54.169	188.919	285.88
5	205.2	65.2	259.4	453	54.169	188.919	285.88
5	205.522	69.4	232.8	392.6	54.169	188.919	285.88
5	205.845	64.2	258.4	405.2	54.169	188.919	285.88
5	206.168	67.2	287.8	383.6	54.169	188.919	285.88
5	206.49	63.8	295	374.4	54.169	188.919	285.88
5	206.813	63.2	357.2	475.4	54.169	188.919	285.88
5	207.136	64.2	462.2	609.8	54.169	188.919	285.88
5	207.458	61.8	478.2	571.2	54.169	188.919	285.88
5	207.781	59.2	441	623.8	54.169	188.919	285.88
5	208.104	55	340.2	510	54.169	188.919	285.88
5	208.426	61.4	346.2	460.2	54.169	188.919	285.88
5	208.749	57.6	261.2	386.4	54.169	188.919	285.88
5	209.072	61	281.4	432.2	54.169	188.919	285.88
5	209.394	58.8	326.2	508	54.169	188.919	285.88
5	209.717	61.4	291.6	485.4	54.169	188.919	285.88
5	210.039	58.2	250.2	477.2	54.169	188.919	285.88
5	210.362	57.2	279.6	563	54.169	188.919	285.88
5	210.685	58.2	331.4	606.8	54.169	188.919	285.88
5	211.007	57.6	381.8	599.6	54.169	188.919	285.88
5	211.33	58	349.4	564	54.169	188.919	285.88
5	211.653	57.4	280.2	452	54.169	188.919	285.88
5	211.975	55.8	271.2	360.2	54.169	188.919	285.88
5	212.298	53.4	274.2	365.4	54.169	188.919	285.88
5	212.621	57.6	282.2	378	54.169	188.919	285.88
5	212.943	56.2	257.8	397.4	54.169	188.919	285.88
5	213.266	56.4	257.4	353	54.169	188.919	285.88
5	213.588	54.2	218.2	269.8	54.169	188.919	285.88
5	213.911	55.6	196	212.6	54.169	188.919	285.88
5	214.234	56	160.8	213	54.169	188.919	285.88
5	214.556	55.8	151.4	224.2	54.169	188.919	285.88
5	214.879	54.8	154.2	216.6	54.169	188.919	285.88
5	215.202	57.8	159.8	269.6	54.169	188.919	285.88
5	215.524	53.4	181.4	320.8	54.169	188.919	285.88
5	215.847	55.2	205.2	369.2	54.169	188.919	285.88
5	216.17	55.8	228.8	387.6	54.169	188.919	285.88
5	216.492	51.6	235.6	408.2	54.169	188.919	285.88
5	216.815	53.6	206.6	365	54.169	188.919	285.88
5	217.138	55.2	182.4	332.8	54.169	188.919	285.88
5	217.46	55.2	182.4	332.8	54.169	188.919	285.88
5	217.783	52.2	180.4	307.6	54.169	188.919	285.88
5	218.105	57.8	208.4	257	54.169	188.919	285.88
5	218.428	54.2	200.2	247.4	54.169	188.919	285.88
5	218.751	54	186.4	243	54.169	188.919	285.88
5	219.073	57.2	208.6	267.8	54.169	188.919	285.88
5	219.396	53	178	320.4	54.169	188.919	285.88
5	219.719	54.6	164.6	324.4	54.169	188.919	285.88
5	220.041	54	155.4	312.6	54.169	188.919	285.88
5	220.364	54.6	168	305.2	54.169	188.919	285.88
5	220.687	53.8	159.6	311.6	54.169	188.919	285.88
5	221.009	55	205.6	426.6	54.169	188.919	285.88
5	221.332	53	219.8	431.6	54.169	188.919	285.88
5	221.655	54.6	192.8	348.8	54.169	188.919	285.88
5	221.977	50.8	147	257.8	54.169	188.919	285.88
5	222.3	52.8	128	231.6	54.169	188.919	285.88
5	222.622	53.6	131.4	228.8	54.169	188.919	285.88
5	222.945	54.4	158.2	269.6	54.169	188.919	285.88
5	223.268	53	169.4	286.4	54.169	188.919	285.88
5	223.59	54.2	196.6	367.8	54.169	188.919	285.88
5	223.913	53.6	172.4	400	54.169	188.919	285.88
5	224.236	53	159	370.2	54.169	188.919	285.88
5	224.558	55.8	161.4	314.8	54.169	188.919	285.88
6	0	72.4	378.8	227	59.539	260.432	270.731
6	0.323	73	268.2	192	59.539	260.432	270.731
6	0.646	77.6	223.2	187.6	59.539	260.432	270.731
6	0.969	76	152.8	179.4	59.539	260.432	270.731
6	1.292	77	141.8	183.8	59.539	260.432	270.731
6	1.614	99.4	152.6	213.8	59.539	260.432	270.731
6	1.937	232.2	158.4	274.6	59.539	260.432	270.731
6	2.26	232.2	158.4	274.6	59.539	260.432	270.731
6	2.583	817	209.8	314.8	59.539	260.432	270.731
6	2.906	1261.2	236	297.8	59.539	260.432	270.731
6	3.229	1626	276.2	268.8	59.539	260.432	270.731
6	3.552	1668.4	274.6	262.2	59.539	260.432	270.731
6	3.875	1607	227.4	224.8	59.539	260.432	270.731
6	4.198	1405	188	189	59.539	260.432	270.731
6	4.52	1462.4	170.6	202.4	59.539	260.432	270.731
6	4.843	1462.4	170.6	202.4	59.539	260.432	270.731
6	5.166	1604.6	170.8	224.6	59.539	260.432	270.731
6	5.489	1723.8	198.8	196	59.539	260.432	270.731
6	5.812	1849.6	215	204.8	59.539	260.432	270.731
6	6.135	1850.2	208.4	201.2	59.539	260.432	270.731
6	6.458	1912.4	187.6	197	59.539	260.432	270.731
6	6.781	1655.6	156.4	167.2	59.539	260.432	270.731
6	7.104	1437	132.6	174.2	59.539	260.432	270.731
6	7.426	1423.6	142.8	169.6	59.539	260.432	270.731
6	7.749	1240.2	148	206.2	59.539	260.432	270.731
6	8.072	1240.2	148	206.2	59.539	260.432	270.731
6	8.395	846.6	145.4	264.6	59.539	260.432	270.731
6	8.718	484.8	173.8	385.6	59.539	260.432	270.731
6	9.041	331.4	210.6	488.2	59.539	260.432	270.731
6	9.364	259.8	281.8	647.8	59.539	260.432	270.731
6	9.687	259.8	281.8	647.8	59.539	260.432	270.731
6	10.01	257.4	381.8	604.6	59.539	260.432	270.731
6	10.332	232	431.2	548.4	59.539	260.432	270.731
6	10.655	217	345	513.2	59.539	260.432	270.731
6	10.978	177.2	363.4	617.6	59.539	260.432	270.731
6	11.301	183	479.6	699.2	59.539	260.432	270.731
6	11.624	171	607.4	724.8	59.539	260.432	270.731
6	11.947	190.2	665.8	624.2	59.539	260.432	270.731
6	12.27	167	718.2	652.8	59.539	260.432	270.731
6	12.593	165.4	660.4	543	59.539	260.432	270.731
6	12.916	146.8	712	588.2	59.539	260.432	270.731
6	13.238	147.8	601.6	507	59.539	260.432	270.731
6	13.561	131.4	622.6	466.6	59.539	260.432	270.731
6	13.884	132.6	451.4	337.2	59.539	260.432	270.731
6	14.207	140	361.4	270.8	59.539	260.432	270.731
6	14.53	127.6	367.6	273	59.539	260.432	270.731
6	14.853	126.2	297.4	255.6	59.539	260.432	270.731
6	15.176	115.4	312.4	262.8	59.539	260.432	270.731
6	15.499	118.2	305.6	221.4	59.539	260.432	270.731
6	15.822	111.4	269	210.6	59.539	260.432	270.731
6	16.144	116	218.8	177.4	59.539	260.432	270.731
6	16.467	116	218.8	177.4	59.539	260.432	270.731
6	16.79	111.8	171.6	161.8	59.539	260.432	270.731
6	17.113	105.6	159.8	182.2	59.539	260.432	270.731
6	17.436	100.8	139.2	206.4	59.539	260.432	270.731
6	17.759	96	173	244.6	59.539	260.432	270.731
6	18.082	95.2	228.2	318.8	59.539	260.432	270.731
6	18.405	93.2	306	367.8	59.539	260.432	270.731
6	18.728	94.8	326.2	337.2	59.539	260.432	270.731
6	19.05	94.8	326.2	337.2	59.539	260.432	270.731
6	19.373	93	318.4	317.6	59.539	260.432	270.731
6	19.696	89.6	306	314	59.539	260.432	270.731
6	20.019	83	285.6	384.8	59.539	260.432	270.731
6	20.342	85	297.2	356	59.539	260.432	270.731
6	20.665	83.4	270.4	415.8	59.539	260.432	270.731
6	20.988	84.2	225	396.4	59.539	260.432	270.731
6	21.311	86.8	261.8	491.8	59.539	260.432	270.731
6	21.634	87.6	267.6	445.6	59.539	260.432	270.731
6	21.956	88.2	324.2	450.6	59.539	260.432	270.731
6	22.279	91	338.6	439.8	59.539	260.432	270.731
6	22.602	84	361.8	441.4	59.539	260.432	270.731
6	22.925	81.2	381.8	445.2	59.539	260.432	270.731
6	23.248	77.2	437.4	426.4	59.539	260.432	270.731
6	23.571	77.2	437.4	426.4	59.539	260.432	270.731
6	23.894	80	422.6	382	59.539	260.432	270.731
6	24.217	76.6	395.8	411.2	59.539	260.432	270.731
6	24.54	77.4	354.4	406	59.539	260.432	270.731
6	24.862	76.2	421.8	479.2	59.539	260.432	270.731
6	25.185	77.2	423.4	428.8	59.539	260.432	270.731
6	25.508	74	483	436.8	59.539	260.432	270.731
6	25.831	76.2	377.2	347.4	59.539	260.432	270.731
6	26.154	76.2	377.2	347.4	59.539	260.432	270.731
6	26.477	75	260.6	339.4	59.539	260.432	270.731
6	26.8	73.2	279.4	386.4	59.539	260.432	270.731
6	27.123	68.6	338.2	369.6	59.539	260.432	270.731
6	27.446	74	381.8	351.8	59.539	260.432	270.731
6	27.768	69.2	336.8	276.4	59.539	260.432	270.731
6	28.091	69.6	290.4	257.8	59.539	260.432	270.731
6	28.414	73	245.6	237.2	59.539	260.432	270.731
6	28.737	72.2	214.2	235.2	59.539	260.432	270.731
6	29.06	67.2	166	237.6	59.539	260.432	270.731
6	29.383	67.4	161.6	236	59.539	260.432	270.731
6	29.706	71.4	168	254.2	59.539	260.432	270.731
6	30.029	67.2	207.8	280.6	59.539	260.432	270.731
6	30.352	70	285	316	59.539	260.432	270.731
6	30.674	70	285	316	59.539	260.432	270.731
6	30.997	65.4	321.8	410	59.539	260.432	270.731
6	31.32	68	456.2	527	59.539	260.432	270.731
6	31.643	71.4	483.8	714.4	59.539	260.432	270.731
6	31.966	66	549.6	818.4	59.539	260.432	270.731
6	32.289	67.8	755.6	818.2	59.539	260.432	270.731
6	32.612	64.4	854.4	827.8	59.539	260.432	270.731
6	32.935	68.2	872	686.6	59.539	260.432	270.731
6	33.258	68.6	856	616.8	59.539	260.432	270.731
6	33.58	71.6	568.6	374.6	59.539	260.432	270.731
6	33.903	68.8	415.8	306.2	59.539	260.432	270.731
6	34.226	70	261.8	223.2	59.539	260.432	270.731
6	34.549	69.8	223.4	217	59.539	260.432	270.731
6	34.872	62.4	185.6	221.2	59.539	260.432	270.731
6	35.195	63.2	201.6	232	59.539	260.432	270.731
6	35.518	63	192	231.2	59.539	260.432	270.731
6	35.841	65.4	195.6	231.8	59.539	260.432	270.731
6	36.164	63	208.8	261.8	59.539	260.432	270.731
6	36.486	63.4	223.8	300.4	59.539	260.432	270.731
6	36.809	66.6	251.8	314	59.539	260.432	270.731
6	37.132	63.8	250	291	59.539	260.432	270.731
6	37.455	64.4	226.2	268.4	59.539	260.432	270.731
6	37.778	64	220.4	259.4	59.539	260.432	270.731
6	38.101	63.8	242.4	265.4	59.539	260.432	270.731
6	38.424	65.2	285.6	328.2	59.539	260.432	270.731
6	38.747	65.2	285.6	328.2	59.539	260.432	270.731
6	39.07	64.4	276.6	316.2	59.539	260.432	270.731
6	39.392	65.2	310	272	59.539	260.432	270.731
6	39.715	62.4	295.6	274.4	59.539	260.432	270.731
6	40.038	65	291	263.8	59.539	260.432	270.731
6	40.361	66.2	307	277.6	59.539	260.432	270.731
6	40.684	60.6	272.8	277	59.539	260.432	270.731
6	41.007	63.8	275.6	303.8	59.539	260.432	270.731
6	41.33	64.4	245	347.2	59.539	260.432	270.731
6	41.653	66.4	242.4	424	59.539	260.432	270.731
6	41.976	65.2	382.4	547.4	59.539	260.432	270.731
6	42.298	67	630.2	687.6	59.539	260.432	270.731
6	42.621	69.8	684.2	785	59.539	260.432	270.731
6	42.944	61	719.4	741.4	59.539	260.432	270.731
6	43.267	65.2	669.8	668.8	59.539	260.432	270.731
6	43.59	66.8	545.8	576	59.539	260.432	270.731
6	43.913	62.2	410.6	470.4	59.539	260.432	270.731
6	44.236	62	277	365.8	59.539	260.432	270.731
6	44.559	61.2	242.2	305.2	59.539	260.432	270.731
6	44.882	64.6	294.2	284	59.539	260.432	270.731
6	45.204	60	291	295	59.539	260.432	270.731
6	45.527	59	288.6	318	59.539	260.432	270.731
6	45.85	64.6	286	300.4	59.539	260.432	270.731
6	46.173	64.6	286	300.4	59.539	260.432	270.731
6	46.496	62	283	312	59.539	260.432	270.731
6	46.819	60.6	289.8	324	59.539	260.432	270.731
6	47.142	65.8	303.4	318.8	59.539	260.432	270.731
6	47.465	65.4	376.8	344.6	59.539	260.432	270.731
