	Line scan				Control region		
Foci no	Distance	DAPI	MTCOI	SDHA	DAPI	MTCOI	SDHA
4	55.806	3006.2	121.8	251.8	62.868	268.379	222.701
4	56.128	2932	118.6	264.4	62.868	268.379	222.701
4	56.451	2839.2	124.4	274.4	62.868	268.379	222.701
4	56.773	2745.8	126	273	62.868	268.379	222.701
4	57.096	2190.2	121.6	298.8	62.868	268.379	222.701
4	57.419	1913.6	126.8	294	62.868	268.379	222.701
4	57.741	1690.6	129	283.4	62.868	268.379	222.701
4	58.064	1511.8	119.8	278.2	62.868	268.379	222.701
4	58.386	1048.6	108.6	301	62.868	268.379	222.701
4	58.709	990.2	109.8	278	62.868	268.379	222.701
4	59.031	1010.2	110.6	258.8	62.868	268.379	222.701
4	59.354	1029.4	114.4	265.2	62.868	268.379	222.701
4	59.677	994.2	116.6	269.8	62.868	268.379	222.701
4	59.999	594.2	121.6	320.2	62.868	268.379	222.701
4	60.322	495.2	124.4	358.6	62.868	268.379	222.701
4	60.644	441.6	124	414	62.868	268.379	222.701
4	60.967	346.2	128.2	485.8	62.868	268.379	222.701
4	61.289	225.6	130.8	527.2	62.868	268.379	222.701
4	61.612	148.4	136.4	527.8	62.868	268.379	222.701
4	61.935	148.4	136.4	527.8	62.868	268.379	222.701
4	62.257	113.2	146.8	611.6	62.868	268.379	222.701
4	62.58	92.2	147	562.2	62.868	268.379	222.701
4	62.902	86.2	149.2	562.4	62.868	268.379	222.701
4	63.225	83.6	161.4	579.2	62.868	268.379	222.701
4	63.547	79.6	193.6	641.6	62.868	268.379	222.701
4	63.87	79.6	244.6	739	62.868	268.379	222.701
4	64.193	86.8	311.6	841.2	62.868	268.379	222.701
4	64.515	113.2	383.2	875.4	62.868	268.379	222.701
4	64.838	171.6	434.8	905.2	62.868	268.379	222.701
4	65.16	320	465.2	863.4	62.868	268.379	222.701
4	65.483	541.4	433.4	802.2	62.868	268.379	222.701
4	65.806	797.4	371.6	680.2	62.868	268.379	222.701
4	66.128	1055.4	311.8	617.2	62.868	268.379	222.701
4	66.451	1004.2	363.6	705.2	62.868	268.379	222.701
4	66.773	898	392.6	673.8	62.868	268.379	222.701
4	67.096	663	398	675.8	62.868	268.379	222.701
4	67.418	391.8	408	614.4	62.868	268.379	222.701
4	67.741	162	468.4	643.8	62.868	268.379	222.701
4	68.064	94.6	442.2	561.2	62.868	268.379	222.701
4	68.386	67	427.8	532.8	62.868	268.379	222.701
4	68.709	62	367.2	484	62.868	268.379	222.701
4	69.031	62	367.2	484	62.868	268.379	222.701
4	69.354	62	300.2	419	62.868	268.379	222.701
4	69.676	59.8	219.2	361.6	62.868	268.379	222.701
4	69.999	61.4	223.4	391.4	62.868	268.379	222.701
4	70.322	62.4	214.4	391	62.868	268.379	222.701
4	70.644	64	213.8	378.8	62.868	268.379	222.701
4	70.967	65.6	237.4	400.8	62.868	268.379	222.701
4	71.289	62.6	283.8	473	62.868	268.379	222.701
4	71.612	66.8	299.2	519.8	62.868	268.379	222.701
4	71.934	60.6	311.8	568.2	62.868	268.379	222.701
4	72.257	62	317.4	613.2	62.868	268.379	222.701
4	72.58	64	262	577.4	62.868	268.379	222.701
4	72.902	61.8	231.4	557.6	62.868	268.379	222.701
4	73.225	61.4	183.4	556.6	62.868	268.379	222.701
4	73.547	62.8	185.6	542.8	62.868	268.379	222.701
4	73.87	62.2	196.8	578.4	62.868	268.379	222.701
4	74.193	62.8	182	599.6	62.868	268.379	222.701
4	74.515	62.4	214.2	632.6	62.868	268.379	222.701
4	74.838	60.2	266	731.2	62.868	268.379	222.701
4	75.16	62.4	296.8	874.2	62.868	268.379	222.701
4	75.483	58.2	380.8	1032	62.868	268.379	222.701
4	75.805	60.2	483	1217	62.868	268.379	222.701
4	76.128	66.8	512.4	1400.8	62.868	268.379	222.701
4	76.451	65.4	607.8	1471	62.868	268.379	222.701
4	76.773	66.6	676	1465.4	62.868	268.379	222.701
4	77.096	62.8	529.4	1332.4	62.868	268.379	222.701
4	77.418	63.4	487.6	1173.4	62.868	268.379	222.701
4	77.741	60.4	416	980.4	62.868	268.379	222.701
4	78.063	58.4	355.8	790.2	62.868	268.379	222.701
4	78.386	58	234.2	596	62.868	268.379	222.701
4	78.709	58.4	205.4	449.4	62.868	268.379	222.701
4	79.031	59.8	188	340.8	62.868	268.379	222.701
4	79.354	59.6	191.2	275.2	62.868	268.379	222.701
4	79.676	59.2	229.8	295.2	62.868	268.379	222.701
4	79.999	61.2	270.4	315.2	62.868	268.379	222.701
4	80.321	57.6	306.6	341.8	62.868	268.379	222.701
4	80.644	59	303.8	350.8	62.868	268.379	222.701
4	80.967	55.4	264	383	62.868	268.379	222.701
4	81.289	55.4	256.2	415.4	62.868	268.379	222.701
4	81.612	58.2	245.6	456.2	62.868	268.379	222.701
4	81.934	56.2	227.4	483.2	62.868	268.379	222.701
4	82.257	57.8	219.2	481.8	62.868	268.379	222.701
4	82.579	55.8	218.4	597.4	62.868	268.379	222.701
4	82.902	56.6	198.6	531.4	62.868	268.379	222.701
4	83.225	57.6	190.4	452.8	62.868	268.379	222.701
4	83.547	57.6	190.4	452.8	62.868	268.379	222.701
4	83.87	55.8	220.4	384.6	62.868	268.379	222.701
4	84.192	57.2	230.6	340.4	62.868	268.379	222.701
4	84.515	60	262.4	297.8	62.868	268.379	222.701
4	84.838	55.6	291.2	283	62.868	268.379	222.701
4	85.16	60.4	308.2	285.4	62.868	268.379	222.701
4	85.483	59.6	329	283.4	62.868	268.379	222.701
4	85.805	57.8	342.8	297.6	62.868	268.379	222.701
4	86.128	61.6	354.8	295.2	62.868	268.379	222.701
4	86.45	58.2	313.4	270.4	62.868	268.379	222.701
4	86.773	59.8	305.6	260.4	62.868	268.379	222.701
4	87.096	57.8	311.2	259	62.868	268.379	222.701
4	87.418	59.4	308.4	264.8	62.868	268.379	222.701
4	87.741	60	312.6	255.4	62.868	268.379	222.701
4	88.063	58.2	311.2	256.4	62.868	268.379	222.701
4	88.386	61.8	302.2	254	62.868	268.379	222.701
4	88.708	63.2	307.8	264	62.868	268.379	222.701
4	89.031	63.2	316.2	287	62.868	268.379	222.701
4	89.354	63.4	356.2	312.2	62.868	268.379	222.701
4	89.676	60.8	395.2	321.8	62.868	268.379	222.701
4	89.999	62.8	382.6	330.6	62.868	268.379	222.701
4	90.321	62	348.2	326.6	62.868	268.379	222.701
4	90.644	59.8	306	313.4	62.868	268.379	222.701
4	90.966	60	270.2	284.2	62.868	268.379	222.701
4	91.289	62.6	250.2	263	62.868	268.379	222.701
4	91.612	62.4	238.4	251	62.868	268.379	222.701
4	91.934	62.4	227.2	240.4	62.868	268.379	222.701
4	92.257	59.6	220.2	227	62.868	268.379	222.701
4	92.579	62.6	235.2	239.2	62.868	268.379	222.701
4	92.902	63.2	229	226.4	62.868	268.379	222.701
4	93.224	60.6	234.6	238.2	62.868	268.379	222.701
4	93.547	64.4	256.2	254.4	62.868	268.379	222.701
4	93.87	65.4	256	268.4	62.868	268.379	222.701
4	94.192	65.4	245.6	288.4	62.868	268.379	222.701
4	94.515	63.4	239	298.6	62.868	268.379	222.701
4	94.837	66.2	224.8	301	62.868	268.379	222.701
4	95.16	62.6	221.8	307.2	62.868	268.379	222.701
4	95.483	61.8	226.6	327.2	62.868	268.379	222.701
4	95.805	63.2	227.8	338.2	62.868	268.379	222.701
4	96.128	61	232.2	353	62.868	268.379	222.701
4	96.45	61	235	364.6	62.868	268.379	222.701
4	96.773	60.4	236.8	362.2	62.868	268.379	222.701
4	97.095	60.4	223.8	358	62.868	268.379	222.701
4	97.418	62	233	361.8	62.868	268.379	222.701
4	97.741	64.2	237	354.4	62.868	268.379	222.701
4	98.063	62.8	246.6	369.4	62.868	268.379	222.701
4	98.386	62.2	237.6	363	62.868	268.379	222.701
4	98.708	61.6	218.4	347.2	62.868	268.379	222.701
4	99.031	62.4	196.8	330.4	62.868	268.379	222.701
4	99.353	60.6	198.8	340.4	62.868	268.379	222.701
4	99.676	61.2	197.8	328.2	62.868	268.379	222.701
4	99.999	61.2	194.4	315.2	62.868	268.379	222.701
4	100.321	59.8	201	303.8	62.868	268.379	222.701
4	100.644	62.2	198	302.4	62.868	268.379	222.701
4	100.966	62.2	182.8	292	62.868	268.379	222.701
4	101.289	61.6	176	269.8	62.868	268.379	222.701
4	101.611	63.4	184.6	250.4	62.868	268.379	222.701
4	101.934	61.4	187.4	250.8	62.868	268.379	222.701
4	102.257	64.4	179.2	235.8	62.868	268.379	222.701
4	102.579	63	164.2	218.4	62.868	268.379	222.701
4	102.902	61.2	151.2	192.2	62.868	268.379	222.701
4	103.224	65	160.2	185	62.868	268.379	222.701
4	103.547	62	161	177	62.868	268.379	222.701
4	103.87	60.8	159.6	185.4	62.868	268.379	222.701
4	104.192	62.8	162.4	185	62.868	268.379	222.701
4	104.515	63.2	163.8	182.4	62.868	268.379	222.701
4	104.837	63.2	173.6	187.4	62.868	268.379	222.701
4	105.16	65.4	173.8	190.4	62.868	268.379	222.701
4	105.482	61.6	186.8	200.4	62.868	268.379	222.701
4	105.805	58	197.8	206.6	62.868	268.379	222.701
4	106.128	63.2	202	225.4	62.868	268.379	222.701
4	106.45	62.2	208.8	249	62.868	268.379	222.701
4	106.773	62.8	237.6	282.2	62.868	268.379	222.701
4	107.095	64	262.8	319	62.868	268.379	222.701
4	107.418	63.6	286.4	346	62.868	268.379	222.701
4	107.74	63.8	290.2	378.4	62.868	268.379	222.701
4	108.063	62.8	290	417.6	62.868	268.379	222.701
4	108.386	62.6	298.4	407.4	62.868	268.379	222.701
4	108.708	62.2	319.6	398.8	62.868	268.379	222.701
4	109.031	65	346.4	395.2	62.868	268.379	222.701
4	109.353	67.6	349.2	399	62.868	268.379	222.701
4	109.676	66.4	349.4	384.4	62.868	268.379	222.701
4	109.998	64.6	349	397.2	62.868	268.379	222.701
4	110.321	63	332.8	397	62.868	268.379	222.701
4	110.644	65.2	341.4	373	62.868	268.379	222.701
4	110.966	63	375.6	376.4	62.868	268.379	222.701
4	111.289	65.2	383.2	390.6	62.868	268.379	222.701
4	111.611	64.8	436.2	438.2	62.868	268.379	222.701
4	111.934	64.2	405.8	452.4	62.868	268.379	222.701
4	112.256	65.4	359	445.2	62.868	268.379	222.701
4	112.579	64.6	340.6	429.2	62.868	268.379	222.701
4	112.902	66.4	344.2	429.6	62.868	268.379	222.701
4	113.224	68.8	317.4	401.6	62.868	268.379	222.701
4	113.547	65.6	350.4	412.8	62.868	268.379	222.701
4	113.869	65.6	383.2	429.4	62.868	268.379	222.701
4	114.192	66	418	442	62.868	268.379	222.701
4	114.515	67.6	438.4	475.8	62.868	268.379	222.701
4	114.837	66.2	395.6	464	62.868	268.379	222.701
4	115.16	67.6	437.6	485	62.868	268.379	222.701
4	115.482	66.6	471	502.6	62.868	268.379	222.701
4	115.805	69.4	491.2	535	62.868	268.379	222.701
4	116.127	69.2	519.6	572.4	62.868	268.379	222.701
4	116.45	71	564.4	581.6	62.868	268.379	222.701
4	116.773	71.4	656.6	613.2	62.868	268.379	222.701
4	117.095	71.4	656.6	613.2	62.868	268.379	222.701
4	117.418	75.4	723.2	644	62.868	268.379	222.701
4	117.74	74.8	703.8	693	62.868	268.379	222.701
4	118.063	77.2	639	709.2	62.868	268.379	222.701
4	118.385	76	570.2	683.8	62.868	268.379	222.701
4	118.708	78.6	508	640	62.868	268.379	222.701
4	119.031	83.8	432.2	543.8	62.868	268.379	222.701
4	119.353	89.6	398.4	498	62.868	268.379	222.701
4	119.676	96.8	384.4	464	62.868	268.379	222.701
4	119.998	102.2	385.4	463.2	62.868	268.379	222.701
4	120.321	110.8	360.4	429.6	62.868	268.379	222.701
4	120.643	121.8	385.8	492.4	62.868	268.379	222.701
4	120.966	142	432.2	566	62.868	268.379	222.701
4	121.289	165.2	485.2	649.6	62.868	268.379	222.701
4	121.611	203.2	516.4	667.4	62.868	268.379	222.701
4	121.934	273	539.8	756.6	62.868	268.379	222.701
4	122.256	390.8	545.6	826	62.868	268.379	222.701
4	122.579	574.6	528.8	868	62.868	268.379	222.701
4	122.901	733	507	781.8	62.868	268.379	222.701
4	123.224	1074.4	460.6	767	62.868	268.379	222.701
4	123.547	1497.8	384	734.8	62.868	268.379	222.701
4	123.869	1958.4	328.8	666	62.868	268.379	222.701
4	124.192	1804.4	288.8	534.8	62.868	268.379	222.701
4	124.514	2059.4	275	462.8	62.868	268.379	222.701
4	124.837	2160	276.4	380.2	62.868	268.379	222.701
4	125.16	2177.8	281.8	332.4	62.868	268.379	222.701
4	125.482	1498.8	304.4	301.4	62.868	268.379	222.701
4	125.805	1446.2	302.2	291.4	62.868	268.379	222.701
4	126.127	1407.2	290.6	301	62.868	268.379	222.701
4	126.45	1372.6	272.8	298.2	62.868	268.379	222.701
4	126.772	813	277	288.4	62.868	268.379	222.701
4	127.095	783.6	288.2	271.2	62.868	268.379	222.701
4	127.418	783.6	288.2	271.2	62.868	268.379	222.701
4	127.74	750.2	309.8	254.2	62.868	268.379	222.701
4	128.063	433.4	408	268.2	62.868	268.379	222.701
4	128.385	458.4	391.2	284.6	62.868	268.379	222.701
4	128.708	472.6	341.2	290.2	62.868	268.379	222.701
4	129.03	441	322.6	287	62.868	268.379	222.701
4	129.353	377	349.8	294.8	62.868	268.379	222.701
4	129.676	295.6	424.4	307.6	62.868	268.379	222.701
4	129.998	267.2	505.8	363.4	62.868	268.379	222.701
4	130.321	128.4	564.6	406.6	62.868	268.379	222.701
4	130.643	378.4	469.4	312.2	62.868	268.379	222.701
4	130.966	1009.8	405.2	314	62.868	268.379	222.701
4	131.288	1006.6	426	339	62.868	268.379	222.701
4	131.611	638.8	427.8	375.8	62.868	268.379	222.701
4	131.934	313.6	417	412.2	62.868	268.379	222.701
4	132.256	169.6	401.2	459.6	62.868	268.379	222.701
4	132.579	92.6	371	425.4	62.868	268.379	222.701
4	132.901	76.4	382.4	398	62.868	268.379	222.701
4	133.224	72.6	385.8	361.2	62.868	268.379	222.701
4	133.547	69.8	363	365.2	62.868	268.379	222.701
4	133.869	70.2	316.2	314.2	62.868	268.379	222.701
4	134.192	68.4	298.6	281.4	62.868	268.379	222.701
4	134.514	69	296.2	258.8	62.868	268.379	222.701
4	134.837	66.2	299.4	238.2	62.868	268.379	222.701
4	135.159	65.4	296.6	245.8	62.868	268.379	222.701
4	135.482	65.8	316.6	266.4	62.868	268.379	222.701
4	135.805	65	353.4	293.2	62.868	268.379	222.701
4	136.127	66.8	363.4	313.4	62.868	268.379	222.701
4	136.45	63.8	330.4	315	62.868	268.379	222.701
4	136.772	65	309.6	301.2	62.868	268.379	222.701
4	137.095	64.6	290.6	286	62.868	268.379	222.701
4	137.417	61.8	290.6	278.8	62.868	268.379	222.701
4	137.74	67	301.2	283.8	62.868	268.379	222.701
4	138.063	62.2	307	285	62.868	268.379	222.701
4	138.385	61.2	331	299.4	62.868	268.379	222.701
4	138.708	62.4	318.8	324.8	62.868	268.379	222.701
4	139.03	61.8	262	322.4	62.868	268.379	222.701
4	139.353	60	219.6	312.4	62.868	268.379	222.701
4	139.675	56.4	189	315	62.868	268.379	222.701
4	139.998	61	181.8	307.4	62.868	268.379	222.701
4	140.321	59.4	164	295.2	62.868	268.379	222.701
4	140.643	57.6	161.2	280.2	62.868	268.379	222.701
4	140.966	61.6	152.4	238.4	62.868	268.379	222.701
4	141.288	60.8	162.2	224.6	62.868	268.379	222.701
4	141.611	61.8	150.2	221.2	62.868	268.379	222.701
4	141.933	59	172.6	229.6	62.868	268.379	222.701
4	142.256	57	198	246	62.868	268.379	222.701
4	142.579	60.2	203.8	250.2	62.868	268.379	222.701
4	142.901	60.4	194.8	247	62.868	268.379	222.701
4	143.224	59.6	191.6	224	62.868	268.379	222.701
4	143.546	61.8	185.8	215.6	62.868	268.379	222.701
4	143.869	63.4	209.2	196.2	62.868	268.379	222.701
4	144.192	64	218	184.2	62.868	268.379	222.701
4	144.514	59.6	216.2	183	62.868	268.379	222.701
4	144.837	64.8	244.6	198.8	62.868	268.379	222.701
4	145.159	64.8	244.6	198.8	62.868	268.379	222.701
4	145.482	61.4	247.4	219.2	62.868	268.379	222.701
4	145.804	62.4	222.4	194.2	62.868	268.379	222.701
4	146.127	60.6	200.8	172.4	62.868	268.379	222.701
4	146.45	62.6	183.6	178.2	62.868	268.379	222.701
4	146.772	64.2	159.8	158.8	62.868	268.379	222.701
4	147.095	62.4	166.6	151.4	62.868	268.379	222.701
4	147.417	60.4	180.6	145.4	62.868	268.379	222.701
4	147.74	58.8	200.2	155.2	62.868	268.379	222.701
4	148.062	61.2	204.6	165.6	62.868	268.379	222.701
4	148.385	61.4	207	166.4	62.868	268.379	222.701
4	148.708	61.6	211.6	172	62.868	268.379	222.701
4	149.03	63.6	216.6	179	62.868	268.379	222.701
4	149.353	61.6	237.2	189.4	62.868	268.379	222.701
4	149.675	64.2	243.8	198	62.868	268.379	222.701
4	149.998	61.8	242.2	197.2	62.868	268.379	222.701
4	150.32	62	229.4	196.8	62.868	268.379	222.701
4	150.643	59	222.2	193.6	62.868	268.379	222.701
4	150.966	61	242	217.4	62.868	268.379	222.701
4	151.288	60.4	256.6	219	62.868	268.379	222.701
4	151.611	62.2	279.8	234.2	62.868	268.379	222.701
4	151.933	62.2	279.8	234.2	62.868	268.379	222.701
4	152.256	61.8	282.8	241.2	62.868	268.379	222.701
4	152.578	62.6	277.4	233.8	62.868	268.379	222.701
4	152.901	62	277.2	229.2	62.868	268.379	222.701
4	153.224	60.2	293	239.8	62.868	268.379	222.701
4	153.546	62.4	280.8	236.4	62.868	268.379	222.701
4	153.869	61.4	300.6	219.6	62.868	268.379	222.701
4	154.191	60.2	281.8	204.2	62.868	268.379	222.701
4	154.514	62.2	269.6	201.2	62.868	268.379	222.701
4	154.837	58.6	240.8	179.4	62.868	268.379	222.701
4	155.159	59	258	200.2	62.868	268.379	222.701
4	155.482	61	237.6	175.4	62.868	268.379	222.701
4	155.804	60.4	241.8	196.4	62.868	268.379	222.701
4	156.127	60.8	204.2	176.8	62.868	268.379	222.701
4	156.449	64.2	160.2	157.4	62.868	268.379	222.701
4	156.772	62.8	175.2	158.2	62.868	268.379	222.701
4	157.095	63	170.8	134.8	62.868	268.379	222.701
4	157.417	60.6	184.8	143.4	62.868	268.379	222.701
4	157.74	60.4	174	134.2	62.868	268.379	222.701
4	158.062	62	182.2	153.4	62.868	268.379	222.701
4	158.385	60.2	172.8	136.6	62.868	268.379	222.701
4	158.707	62	171.6	142.4	62.868	268.379	222.701
4	159.03	61.8	158.6	136.4	62.868	268.379	222.701
4	159.353	61.4	142.2	131.4	62.868	268.379	222.701
4	159.675	61.2	148.6	130	62.868	268.379	222.701
4	159.998	63	184.8	141.2	62.868	268.379	222.701
4	160.32	60	197.4	150.6	62.868	268.379	222.701
4	160.643	61.2	221.8	166	62.868	268.379	222.701
4	160.965	60.4	233.6	182	62.868	268.379	222.701
4	161.288	61	261	198.8	62.868	268.379	222.701
4	161.611	61	286.8	233.4	62.868	268.379	222.701
4	161.933	60.8	260.4	251	62.868	268.379	222.701
4	162.256	61.4	233.8	271.8	62.868	268.379	222.701
4	162.578	58.8	167.8	242.2	62.868	268.379	222.701
4	162.901	60.4	138	235.4	62.868	268.379	222.701
4	163.224	60.4	141.6	218.2	62.868	268.379	222.701
4	163.546	60.6	144.2	235.2	62.868	268.379	222.701
4	163.869	60	165	208.6	62.868	268.379	222.701
4	164.191	60.8	171.6	225.6	62.868	268.379	222.701
4	164.514	60.6	175.4	235	62.868	268.379	222.701
4	164.836	62	211.4	286.4	62.868	268.379	222.701
4	165.159	60.6	217.6	297.8	62.868	268.379	222.701
4	165.482	62.2	260	373	62.868	268.379	222.701
4	165.804	60.8	248.2	333.8	62.868	268.379	222.701
4	166.127	62	265	449.4	62.868	268.379	222.701
4	166.449	62.4	229.4	375.6	62.868	268.379	222.701
4	166.772	63.8	200	357.2	62.868	268.379	222.701
4	167.094	63	187.2	283.6	62.868	268.379	222.701
4	167.417	59.8	207.6	301.2	62.868	268.379	222.701
4	167.74	60	203.2	251.4	62.868	268.379	222.701
4	168.062	59.2	213	254.2	62.868	268.379	222.701
4	168.385	59.2	213	254.2	62.868	268.379	222.701
4	168.707	60.8	221	258.8	62.868	268.379	222.701
4	169.03	60.6	197.8	214.4	62.868	268.379	222.701
4	169.352	57.2	178	210.2	62.868	268.379	222.701
4	169.675	57	168	177.6	62.868	268.379	222.701
4	169.998	54.4	187.8	184.4	62.868	268.379	222.701
4	170.32	57.8	186.4	174.8	62.868	268.379	222.701
4	170.643	55.8	198.6	202	62.868	268.379	222.701
4	170.965	56.6	190.2	191.6	62.868	268.379	222.701
4	171.288	55.6	188	221.2	62.868	268.379	222.701
4	171.61	57.4	199.4	234.6	62.868	268.379	222.701
4	171.933	57.2	194	232.6	62.868	268.379	222.701
4	172.256	57.2	204	251.8	62.868	268.379	222.701
4	172.578	57.8	196.2	278.2	62.868	268.379	222.701
4	172.901	57.8	196.2	278.2	62.868	268.379	222.701
4	173.223	55.2	202.2	331.6	62.868	268.379	222.701
4	173.546	57.6	252	426.2	62.868	268.379	222.701
4	173.869	59	279.4	496.4	62.868	268.379	222.701
4	174.191	58.4	327.4	728	62.868	268.379	222.701
4	174.514	57.6	267	787.6	62.868	268.379	222.701
4	174.836	59.2	298.6	946.8	62.868	268.379	222.701
4	175.159	59.4	248.4	939.4	62.868	268.379	222.701
4	175.481	58	243	953.2	62.868	268.379	222.701
4	175.804	59.6	212	894.8	62.868	268.379	222.701
4	176.127	60.4	216.4	771.4	62.868	268.379	222.701
4	176.449	58.6	234.4	767	62.868	268.379	222.701
4	176.772	61.2	282	748.6	62.868	268.379	222.701
4	177.094	65.2	409.4	805.4	62.868	268.379	222.701
4	177.417	64.6	545.4	921.6	62.868	268.379	222.701
4	177.739	66.2	661.8	1056.8	62.868	268.379	222.701
4	178.062	67.2	629.6	1085.2	62.868	268.379	222.701
4	178.385	70.6	675.8	1206.4	62.868	268.379	222.701
4	178.707	71	749.4	1334.6	62.868	268.379	222.701
4	179.03	70	774	1435.4	62.868	268.379	222.701
4	179.352	72.8	749.8	1378.2	62.868	268.379	222.701
4	179.675	73	775.8	1412	62.868	268.379	222.701
4	179.997	77.6	699.2	1420	62.868	268.379	222.701
4	180.32	82.8	679.2	1370	62.868	268.379	222.701
4	180.643	82.8	640.6	1442.6	62.868	268.379	222.701
4	180.965	87.6	661.4	1359.6	62.868	268.379	222.701
4	181.288	126.2	596	1249.2	62.868	268.379	222.701
4	181.61	155.2	545.4	1229.8	62.868	268.379	222.701
4	181.933	192	499.2	1210.4	62.868	268.379	222.701
4	182.255	192	499.2	1210.4	62.868	268.379	222.701
4	182.578	141.8	530.6	1162.4	62.868	268.379	222.701
4	182.901	257.6	465.8	969.2	62.868	268.379	222.701
4	183.223	238.4	419.6	877.2	62.868	268.379	222.701
4	183.546	380.2	447.4	744.8	62.868	268.379	222.701
4	183.868	565.4	456.6	673.8	62.868	268.379	222.701
4	184.191	410.4	562	814.6	62.868	268.379	222.701
4	184.514	528.4	479	758.8	62.868	268.379	222.701
4	184.836	358.4	528.6	992.8	62.868	268.379	222.701
4	185.159	358.4	528.6	992.8	62.868	268.379	222.701
4	185.481	248.2	552.4	1230.2	62.868	268.379	222.701
4	185.804	321.2	486.4	1082.4	62.868	268.379	222.701
4	186.126	406.8	357.4	865.2	62.868	268.379	222.701
4	186.449	347	277.8	735.8	62.868	268.379	222.701
4	186.772	414.6	304.8	616	62.868	268.379	222.701
4	187.094	611	341.4	652.4	62.868	268.379	222.701
4	187.417	717.4	328.2	706.8	62.868	268.379	222.701
4	187.739	1082.6	231.4	620.4	62.868	268.379	222.701
4	188.062	1564.8	222.4	449.2	62.868	268.379	222.701
4	188.384	1592.6	253.6	479.4	62.868	268.379	222.701
4	188.707	1909.4	205.6	469.2	62.868	268.379	222.701
4	189.03	2143.8	168.2	360.4	62.868	268.379	222.701
4	189.352	2393	191	291	62.868	268.379	222.701
4	189.675	2455.6	185.4	302.2	62.868	268.379	222.701
4	189.997	2622.4	194.4	289.4	62.868	268.379	222.701
4	190.32	2820.6	168.8	267.6	62.868	268.379	222.701
4	190.642	2935.6	179.8	296.2	62.868	268.379	222.701
4	190.965	2929.8	169.2	282.6	62.868	268.379	222.701
4	191.288	3030.8	174.6	317	62.868	268.379	222.701
4	191.61	3119	176.8	384.2	62.868	268.379	222.701
4	191.933	3204.4	181.2	488	62.868	268.379	222.701
4	192.255	3278.6	176.2	630	62.868	268.379	222.701
4	192.578	3309.8	200.8	710	62.868	268.379	222.701
4	192.901	3274.6	274	851.2	62.868	268.379	222.701
4	193.223	3263.4	251.6	894.8	62.868	268.379	222.701
4	193.546	3213.8	286	938.8	62.868	268.379	222.701
4	193.868	3192.8	261.4	969.6	62.868	268.379	222.701
4	194.191	3023.4	400	969	62.868	268.379	222.701
4	194.513	2899	411	875.2	62.868	268.379	222.701
4	194.836	2655.4	423.2	770.2	62.868	268.379	222.701
4	195.159	1766.6	540.4	826	62.868	268.379	222.701
4	195.481	1172	549	856	62.868	268.379	222.701
4	195.804	719	588.2	934.6	62.868	268.379	222.701
4	196.126	408.6	703.2	1175.4	62.868	268.379	222.701
4	196.449	300.4	613.8	1336.2	62.868	268.379	222.701
4	196.771	231.6	489	1392.8	62.868	268.379	222.701
4	197.094	182.6	470.8	1363	62.868	268.379	222.701
4	197.417	141.2	488.8	1249	62.868	268.379	222.701
4	197.739	118.6	544.2	1190.6	62.868	268.379	222.701
4	198.062	103.6	562.8	1054.2	62.868	268.379	222.701
4	198.384	103.6	562.8	1054.2	62.868	268.379	222.701
4	198.707	96	675.8	953	62.868	268.379	222.701
4	199.029	86.6	623.8	862.2	62.868	268.379	222.701
4	199.352	82.6	418.6	746.4	62.868	268.379	222.701
4	199.675	78	280.8	553.2	62.868	268.379	222.701
4	199.997	77	230.6	403.8	62.868	268.379	222.701
4	200.32	73.6	227.8	400.4	62.868	268.379	222.701
4	200.642	73.4	211.8	295.8	62.868	268.379	222.701
4	200.965	68.2	232.2	255.8	62.868	268.379	222.701
4	201.287	67	250.6	263.2	62.868	268.379	222.701
4	201.61	64.6	299.2	281.4	62.868	268.379	222.701
4	201.933	63.6	251.8	282.8	62.868	268.379	222.701
4	202.255	63.6	251.8	282.8	62.868	268.379	222.701
4	202.578	64.2	233.8	247.6	62.868	268.379	222.701
4	202.9	66.2	255	255.2	62.868	268.379	222.701
4	203.223	61.4	281.8	274.6	62.868	268.379	222.701
4	203.546	61.4	299.6	334.6	62.868	268.379	222.701
4	203.868	61.4	299.6	334.6	62.868	268.379	222.701
4	204.191	60.4	345	447.8	62.868	268.379	222.701
4	204.513	62.8	449.8	697.2	62.868	268.379	222.701
4	204.836	62.8	449.8	697.2	62.868	268.379	222.701
4	205.158	63.2	474.2	991.2	62.868	268.379	222.701
4	205.481	60.6	545.2	990.4	62.868	268.379	222.701
4	205.804	62.8	508.2	824.6	62.868	268.379	222.701
4	206.126	59.8	625.6	796	62.868	268.379	222.701
4	206.449	57.8	643.8	836.6	62.868	268.379	222.701
4	206.771	56.8	378.2	735	62.868	268.379	222.701
4	207.094	56	289	604.6	62.868	268.379	222.701
4	207.416	58.4	245.6	445	62.868	268.379	222.701
4	207.739	59.2	213.8	327.4	62.868	268.379	222.701
4	208.062	60	207.6	260.8	62.868	268.379	222.701
4	208.384	57.8	233.8	247.2	62.868	268.379	222.701
4	208.707	60.4	274.8	246.8	62.868	268.379	222.701
4	209.029	58.6	325.8	286.8	62.868	268.379	222.701
4	209.352	58.8	308.4	343	62.868	268.379	222.701
4	209.674	58.2	332	369.4	62.868	268.379	222.701
4	209.997	57.2	405.8	415.6	62.868	268.379	222.701
4	210.32	55.2	374.8	464.2	62.868	268.379	222.701
